sensor,station,zona,date,lat,lon,secchi,w1_n,w1_B2,w1_B3,w1_B4,w1_B8,w1_B11,w1_B12,w3_n,w3_B2,w3_B3,w3_B4,w3_B8,w3_B11,w3_B12,w5_n,w5_B2,w5_B3,w5_B4,w5_B8,w5_B11,w5_B12,w10_n,w10_B2,w10_B3,w10_B4,w10_B8,w10_B11,w10_B12
S2,E43,LAGO MAYOR,2022-08-15,-15.560300,-69.741100,14.000000,1,0.018068,0.013719,0.006140,0.004204,0.002050,0.001952,1,0.018068,0.013719,0.006140,0.004204,0.002050,0.001952,2,0.019896,0.014217,0.006665,0.004617,0.002322,0.002058,4,0.018978,0.013493,0.005905,0.003676,0.001918,0.001671
S2,E22,LAGO MAYOR,2022-08-15,-15.618100,-69.807000,14.000000,1,0.018727,0.014332,0.007496,0.005524,0.003883,0.003016,1,0.018727,0.014332,0.007496,0.005524,0.003883,0.003016,2,0.020607,0.015053,0.007852,0.005868,0.004065,0.003275,4,0.019044,0.013782,0.006547,0.004699,0.002994,0.002553
S2,E48,LAGO MAYOR,2022-08-16,-15.536100,-69.359700,8.000000,0,,,,,,,1,0.018605,0.014882,0.007360,0.006226,0.004563,0.003896,2,0.020602,0.015148,0.007636,0.005922,0.003932,0.003135,4,0.020601,0.015148,0.007636,0.005922,0.003932,0.003139
S2,E49,LAGO MAYOR,2022-08-16,-15.606300,-69.444900,15.000000,0,,,,,,,1,0.018766,0.014575,0.008343,0.005432,0.004207,0.003700,2,0.021266,0.014918,0.008112,0.005234,0.003237,0.002761,4,0.021266,0.014918,0.008112,0.005234,0.003245,0.002789
S2,E50,LAGO MAYOR,2022-08-16,-15.668700,-69.521100,16.000000,0,,,,,,,1,0.019446,0.014823,0.008206,0.005771,0.004271,0.003849,2,0.022321,0.015846,0.009286,0.006696,0.004322,0.003896,4,0.020024,0.014302,0.007588,0.005882,0.004052,0.003528
S2,E51,LAGO MAYOR,2022-08-17,-15.737100,-69.603800,12.000000,0,,,,,,,2,0.019403,0.013221,0.006416,0.004542,0.002137,0.001909,2,0.019403,0.013221,0.006416,0.004542,0.002137,0.001909,4,0.018796,0.012896,0.006139,0.004184,0.002111,0.001897
S2,E52,LAGO MAYOR,2022-08-17,-15.802800,-69.684300,9.000000,0,,,,,,,2,0.019542,0.014265,0.006944,0.005124,0.003213,0.002766,2,0.019542,0.014265,0.006944,0.005124,0.003213,0.002766,4,0.018488,0.013461,0.006096,0.004264,0.002580,0.002346
S2,E53,LAGO MAYOR,2022-08-17,-15.868600,-69.763400,11.000000,0,,,,,,,2,0.022650,0.016642,0.009566,0.006967,0.003703,0.002764,2,0.022650,0.016642,0.009566,0.006967,0.003703,0.002764,4,0.022441,0.016603,0.009472,0.006895,0.003626,0.002737
S2,E58,LAGO MAYOR,2022-08-18,-15.951900,-69.545300,11.000000,0,,,,,,,1,0.022937,0.019051,0.009466,0.006583,0.003056,0.002612,2,0.022167,0.018702,0.009091,0.006295,0.003017,0.002655,4,0.021732,0.018238,0.008413,0.005831,0.002815,0.002316
S2,E59,LAGO MAYOR,2022-08-18,-15.887600,-69.461500,15.000000,0,,,,,,,1,0.021694,0.014675,0.007170,0.004644,0.002070,0.001507,2,0.019978,0.014097,0.006903,0.004462,0.001897,0.001490,4,0.019541,0.014036,0.006865,0.004454,0.001897,0.001497
S2,E60,LAGO MAYOR,2022-08-18,-15.827100,-69.377600,16.500000,0,,,,,,,1,0.022397,0.014547,0.007984,0.005054,0.002610,0.002299,2,0.021660,0.014821,0.007888,0.005072,0.002682,0.002250,4,0.020401,0.014245,0.007301,0.004479,0.002532,0.002065
S2,E61,LAGO MAYOR,2022-08-18,-15.758500,-69.304500,15.000000,0,,,,,,,1,,,,,,,2,0.023628,0.018256,0.010334,0.007641,0.004424,0.003210,4,0.020091,0.014582,0.006644,0.004799,0.003305,0.003009
S2,E72,LAGO MAYOR,2022-08-19,-15.692100,-69.170900,5.000000,1,0.034400,0.032437,0.018821,0.014487,0.013895,0.011923,1,0.034400,0.032437,0.018821,0.014487,0.013895,0.011923,2,0.027184,0.026680,0.014255,0.010674,0.010708,0.009287,4,0.020882,0.020833,0.008968,0.006020,0.006879,0.006326
S2,E76,LAGO MAYOR,2022-08-19,-15.812500,-69.044900,10.000000,1,0.024482,0.018018,0.011534,0.008347,0.005153,0.004284,1,0.024482,0.018018,0.011534,0.008347,0.005153,0.004284,2,0.020199,0.015678,0.009496,0.006726,0.004121,0.003857,4,0.016733,0.013343,0.007230,0.005243,0.003705,0.003679
S2,E78,LAGO MAYOR,2022-08-19,-15.890300,-69.132700,14.000000,1,0.030243,0.022563,0.015737,0.013104,0.010718,0.009247,1,0.030243,0.022563,0.015737,0.013104,0.010718,0.009247,2,0.023067,0.017366,0.010799,0.008290,0.006290,0.005434,4,0.017445,0.012688,0.006766,0.004524,0.003322,0.002835
S2,E79,LAGO MAYOR,2022-08-19,-15.960000,-69.227200,14.000000,1,0.026208,0.019153,0.012769,0.009574,0.008281,0.007519,1,0.026208,0.019153,0.012769,0.009574,0.008281,0.007519,2,0.021303,0.016093,0.009594,0.007039,0.005603,0.005204,4,0.017202,0.012650,0.006278,0.004452,0.003279,0.003120
S2,E80,LAGO MAYOR,2022-08-20,-16.031600,-69.319800,15.000000,1,0.065862,0.056671,0.049616,0.049861,0.048250,0.042186,1,0.065862,0.056671,0.049616,0.049861,0.048250,0.042186,2,0.038551,0.032051,0.025913,0.025584,0.024471,0.021505,4,0.019373,0.013471,0.006955,0.004552,0.002929,0.002540
S2,E82,LAGO MAYOR,2022-08-20,-16.110900,-69.417300,15.000000,1,0.027716,0.020898,0.014348,0.011884,0.007659,0.006521,1,0.027716,0.020898,0.014348,0.011884,0.007659,0.006521,2,0.020082,0.015128,0.008975,0.007111,0.004467,0.003923,4,0.021034,0.015186,0.007909,0.005433,0.002373,0.001856
S2,E83,LAGO MAYOR,2022-08-20,-16.183700,-69.506700,16.000000,1,0.022141,0.016796,0.009878,0.007430,0.004314,0.003432,1,0.022141,0.016796,0.009878,0.007430,0.004314,0.003432,2,0.018210,0.014568,0.007670,0.005687,0.003746,0.003120,4,0.020167,0.016556,0.009481,0.006123,0.003634,0.003008
S2,E88,LAGO MAYOR,2022-08-20,-16.206400,-69.378100,14.000000,1,0.025043,0.019651,0.012220,0.009451,0.004991,0.004097,1,0.025043,0.019651,0.012220,0.009451,0.004991,0.004097,2,0.018981,0.015052,0.008666,0.006496,0.003459,0.002884,4,0.019430,0.014904,0.007783,0.005405,0.002452,0.002127
S2,E94,LAGO MAYOR,2022-08-20,-16.251000,-69.288400,15.000000,1,0.029022,0.022520,0.014931,0.013857,0.011136,0.008092,1,0.029022,0.022520,0.014931,0.013857,0.011136,0.008092,2,0.022357,0.018215,0.011819,0.011929,0.010211,0.007691,4,0.022493,0.018659,0.011479,0.011667,0.009195,0.007357
S2,E97,LAGO MAYOR,2022-08-21,-16.175700,-69.195800,16.000000,0,,,,,,,1,0.020700,0.015100,0.012700,0.012400,0.011300,0.008800,2,0.009082,0.007195,0.002809,0.001683,0.001006,0.001360,4,0.014543,0.011489,0.005853,0.003729,0.002026,0.001556
S2,E98,LAGO MAYOR,2022-08-22,-16.105600,-69.110300,15.000000,0,,,,,,,2,0.014565,0.011279,0.006279,0.004389,0.003166,0.002761,2,0.014565,0.011279,0.006279,0.004389,0.003166,0.002761,4,0.017127,0.013010,0.007670,0.005443,0.003776,0.003030
S2,E99,LAGO MAYOR,2022-08-22,-16.074500,-69.074200,15.000000,0,,,,,,,2,0.018036,0.013061,0.007130,0.004827,0.003166,0.003440,2,0.018036,0.013061,0.007130,0.004827,0.003166,0.003440,4,0.015303,0.012389,0.006593,0.004616,0.002120,0.001761
S2,E100,LAGO MAYOR,2022-08-22,-16.005500,-68.995900,13.000000,0,,,,,,,4,0.015861,0.010765,0.005173,0.003233,0.001722,0.001103,4,0.015861,0.010765,0.005173,0.003233,0.001722,0.001103,8,0.012575,0.009411,0.004096,0.002436,0.001370,0.001296
S2,E103,LAGO MAYOR,2022-08-22,-15.939400,-68.901700,10.000000,0,,,,,,,2,0.010813,0.009380,0.004072,0.002775,0.003456,0.003891,2,0.010813,0.009380,0.004072,0.002775,0.003456,0.003891,4,0.014356,0.012216,0.004858,0.003002,0.003948,0.003965
S2,E104,LAGO MAYOR,2022-08-22,-16.029700,-68.883700,13.000000,0,,,,,,,2,0.014562,0.010046,0.004672,0.003199,0.001750,0.001503,2,0.014562,0.010046,0.004672,0.003199,0.001750,0.001503,4,0.012010,0.009143,0.003621,0.002671,0.001675,0.001751
S2,E113,LAGO MAYOR,2022-08-21,-16.217400,-69.136700,14.000000,0,,,,,,,1,,,,,,,2,0.009974,0.008649,0.003753,0.002543,0.001636,0.001453,4,0.015498,0.012655,0.006515,0.004197,0.001822,0.001339
S2,E117,LAGO MAYOR,2022-08-21,-16.165300,-69.102700,14.000000,0,,,,,,,1,0.022068,0.015895,0.009244,0.006945,0.003459,0.002865,2,0.016281,0.012713,0.006790,0.005128,0.002932,0.002525,4,0.018671,0.014380,0.008004,0.006035,0.003400,0.002779
S2,E120,LAGO MAYOR,2022-08-22,-16.126400,-68.933700,14.000000,0,,,,,,,4,0.020065,0.014659,0.008718,0.007206,0.004497,0.003777,4,0.020065,0.014659,0.008718,0.007206,0.004497,0.003777,8,0.014185,0.010723,0.005429,0.004157,0.002403,0.002544
S2,E121,LAGO MAYOR,2022-08-23,-16.206800,-68.864300,11.000000,0,,,,,,,1,0.001320,0.000646,0.000000,0.000000,0.001596,0.002201,2,0.014140,0.010444,0.006484,0.005224,0.004005,0.003629,4,0.009245,0.007000,0.002201,0.001606,0.002791,0.002916
S2,E122,LAGO MENOR,2022-08-23,-16.227600,-68.836100,10.000000,0,,,,,,,1,0.000841,0.000827,0.000000,0.000000,0.002610,0.003889,2,0.012438,0.009692,0.005184,0.003851,0.004075,0.004166,4,0.007644,0.005273,0.000614,0.000000,0.003552,0.004293
S2,E123,LAGO MENOR,2022-08-23,-16.192500,-68.797000,6.000000,0,,,,,,,1,0.008478,0.016328,0.000877,0.000003,0.001104,0.001353,2,0.020842,0.026268,0.008877,0.006194,0.005409,0.003816,4,0.016793,0.024999,0.006741,0.003633,0.002212,0.001995
S2,E125,LAGO MENOR,2022-08-23,-16.262600,-68.784300,8.000000,0,,,,,,,1,0.016343,0.044053,0.008681,0.001306,0.001366,0.001390,2,0.073623,0.092957,0.052023,0.050157,0.041130,0.034746,4,0.020557,0.044030,0.010046,0.003289,0.001740,0.002070
S2,E132,LAGO MENOR,2022-08-23,-16.333900,-68.780800,4.000000,0,,,,,,,2,0.015048,0.035490,0.007818,0.001671,0.000977,0.001402,4,0.015048,0.035490,0.007818,0.001671,0.000977,0.001402,8,0.021396,0.040626,0.011497,0.004104,0.002023,0.001905
S2,E130,LAGO MENOR,2022-08-23,-16.314400,-68.845100,5.500000,0,,,,,,,2,0.015287,0.023828,0.005385,0.002500,0.004532,0.005139,4,0.025396,0.031348,0.011848,0.007093,0.005410,0.004541,8,0.025888,0.031353,0.012361,0.007528,0.005424,0.004549
S2,E136,LAGO MENOR,2022-08-24,-16.265900,-69.060100,5.500000,1,0.010690,0.014809,0.006109,0.003753,0.002222,0.002409,1,0.010690,0.014809,0.006109,0.003753,0.002222,0.002409,2,0.010690,0.014809,0.006109,0.003753,0.002222,0.002409,4,0.016494,0.018194,0.009706,0.006294,0.003155,0.003392
S2,E135,LAGO MENOR,2022-08-24,-16.302800,-68.985200,11.000000,4,0.013268,0.016258,0.006502,0.003427,0.001368,0.001359,4,0.013268,0.016258,0.006502,0.003427,0.001368,0.001359,8,0.022429,0.022797,0.011402,0.007119,0.003243,0.002445,16,0.020622,0.021182,0.010281,0.006169,0.003013,0.002301
S2,E137,LAGO MENOR,2022-08-24,-16.401100,-68.833400,5.000000,1,0.016431,0.031576,0.009254,0.003555,0.001764,0.001736,1,0.016431,0.031576,0.009254,0.003555,0.001764,0.001736,2,0.026544,0.039505,0.015260,0.008103,0.003668,0.002674,4,0.028077,0.040039,0.016332,0.008872,0.004026,0.003105
S2,E141,LAGO MENOR,2022-08-24,-16.376400,-69.007300,5.000000,1,0.016163,0.018910,0.008238,0.004341,0.001748,0.001445,1,0.016163,0.018910,0.008238,0.004341,0.001748,0.001445,2,0.069807,0.063840,0.047294,0.050443,0.039515,0.028550,4,0.025256,0.025812,0.013153,0.008106,0.004217,0.003115
S2,E142,LAGO MENOR,2022-08-24,-16.451500,-68.998000,5.000000,2,0.021450,0.024987,0.012660,0.008709,0.005373,0.004806,2,0.021450,0.024987,0.012660,0.008709,0.005373,0.004806,4,0.025581,0.027016,0.013382,0.008592,0.004308,0.003418,8,0.025581,0.027016,0.013382,0.008592,0.004308,0.003420
S2,E145,LAGO MENOR,2022-08-24,-16.513900,-68.977000,5.500000,2,0.015460,0.019986,0.006892,0.003372,0.001286,0.001589,2,0.015460,0.019986,0.006892,0.003372,0.001286,0.001589,4,0.022243,0.024464,0.010643,0.006242,0.002392,0.001811,8,0.023775,0.026368,0.010215,0.005344,0.002288,0.001638
S2,E147,LAGO MENOR,2022-08-24,-16.493000,-69.059600,5.000000,1,0.020325,0.031252,0.011207,0.005374,0.001941,0.001888,1,0.020325,0.031252,0.011207,0.005374,0.001941,0.001888,2,0.026250,0.034736,0.014270,0.007692,0.002905,0.002408,4,0.026926,0.034783,0.014437,0.007040,0.002819,0.002076
S2,E01,BAHIA PUNO,2024-08-21,-15.853000,-69.960500,6.000000,0,,,,,,,2,0.021358,0.026022,0.012302,0.010002,0.012946,0.010618,2,0.021358,0.026022,0.012302,0.010002,0.012946,0.010618,4,0.019990,0.024995,0.007554,0.004298,0.008195,0.007156
S2,E02,BAHIA PUNO,2024-08-21,-15.846100,-69.927100,9.000000,0,,,,,,,4,0.021327,0.019012,0.009788,0.008090,0.005954,0.005069,4,0.021327,0.019012,0.009788,0.008090,0.005954,0.005069,8,0.018494,0.015265,0.005637,0.003633,0.002689,0.002273
S2,E03,BAHIA PUNO,2024-08-21,-15.865300,-69.894200,8.000000,0,,,,,,,4,0.021070,0.019451,0.009913,0.008680,0.006279,0.004910,4,0.021070,0.019451,0.009913,0.008680,0.006279,0.004910,8,0.018283,0.016064,0.005570,0.003752,0.003032,0.002238
S2,E05,BAHIA PUNO,2024-08-21,-15.840000,-69.892300,10.000000,0,,,,,,,4,0.019532,0.016508,0.008348,0.006862,0.005199,0.003837,4,0.019532,0.016508,0.008348,0.006862,0.005199,0.003837,8,0.017094,0.013971,0.004943,0.003153,0.003004,0.002345
S2,E08,BAHIA PUNO,2024-08-21,-15.780200,-69.868100,9.000000,0,,,,,,,4,0.025772,0.021709,0.013922,0.013406,0.010722,0.007627,4,0.025772,0.021709,0.013922,0.013406,0.010722,0.007627,8,0.017901,0.013337,0.004902,0.003249,0.002669,0.002401
S2,E15,LAGO MAYOR,2024-08-21,-15.715000,-69.822600,9.000000,0,,,,,,,2,0.021503,0.018138,0.010427,0.009573,0.009696,0.008173,2,0.021503,0.018138,0.010427,0.009573,0.009696,0.008173,4,0.014602,0.011953,0.002985,0.000704,0.002254,0.002470
S2,E16,LAGO MAYOR,2024-08-21,-15.673700,-69.854100,6.000000,0,,,,,,,4,0.019200,0.019117,0.009983,0.011002,0.014552,0.012620,4,0.019200,0.019117,0.009983,0.011002,0.014552,0.012620,8,0.010559,0.009838,0.000191,0.000000,0.002628,0.003901
S2,E22,LAGO MAYOR,2024-08-22,-15.618100,-69.807000,14.000000,0,,,,,,,1,0.024143,0.021683,0.015135,0.013883,0.014054,0.012610,2,0.020679,0.016493,0.009110,0.007264,0.008631,0.007980,4,0.015137,0.010674,0.002284,0.000322,0.002509,0.003040
S2,E27,LAGO MAYOR,2024-08-22,-15.443700,-69.842500,4.000000,0,,,,,,,4,0.024926,0.031758,0.011403,0.007545,0.004366,0.003543,8,0.021192,0.024538,0.007867,0.004510,0.003330,0.002893,16,0.019043,0.020526,0.006893,0.003823,0.002384,0.002187
S2,E28,LAGO MAYOR,2024-08-22,-15.392800,-69.782200,9.000000,0,,,,,,,2,0.016617,0.013647,0.005886,0.004778,0.004370,0.003539,4,0.022581,0.018425,0.006511,0.003225,0.003161,0.002472,8,0.015408,0.013112,0.004264,0.002894,0.001882,0.001416
S2,E32,LAGO MAYOR,2024-08-22,-15.338400,-69.720500,12.500000,0,,,,,,,1,0.016874,0.016159,0.005582,0.004341,0.005220,0.005031,2,0.017984,0.015060,0.005367,0.003535,0.003373,0.003851,4,0.016966,0.014126,0.004600,0.002499,0.001618,0.002803
S2,E36,LAGO MAYOR,2024-08-22,-15.297100,-69.681400,11.500000,0,,,,,,,1,0.011000,0.009690,0.003088,0.002892,0.003795,0.003893,2,0.015400,0.012287,0.004232,0.003123,0.002848,0.002867,4,0.013838,0.011847,0.004062,0.002945,0.002190,0.002228
S2,E36B,LAGO MAYOR,2024-08-22,-15.262100,-69.703400,13.000000,0,,,,,,,1,0.012308,0.010492,0.004142,0.003748,0.004305,0.003970,2,0.015925,0.012325,0.005074,0.004002,0.003328,0.003002,4,0.013514,0.011429,0.004376,0.003296,0.001871,0.001836
S2,E39,LAGO MAYOR,2024-08-23,-15.374800,-69.527600,8.000000,1,0.014407,0.017344,0.001530,0.000000,0.006444,0.006574,1,0.014407,0.017344,0.001530,0.000000,0.006444,0.006574,2,0.017659,0.018855,0.003652,0.000587,0.005999,0.006398,4,0.017064,0.018855,0.003608,0.000587,0.005396,0.006139
S2,E41,LAGO MAYOR,2024-08-23,-15.439200,-69.600900,10.500000,2,0.011708,0.009921,0.003211,0.002282,0.002166,0.002069,2,0.011708,0.009921,0.003211,0.002282,0.002166,0.002069,4,0.015470,0.011418,0.004191,0.002066,0.001587,0.001538,8,0.012324,0.009527,0.002929,0.001531,0.001592,0.001538
S2,E42,LAGO MAYOR,2024-08-23,-15.496700,-69.668500,10.000000,1,0.014411,0.011632,0.004839,0.003042,0.001921,0.001766,1,0.014411,0.011632,0.004839,0.003042,0.001921,0.001766,2,0.015999,0.011862,0.004831,0.002736,0.002184,0.001791,4,0.013111,0.010167,0.003532,0.001686,0.001649,0.001647
S2,E43,LAGO MAYOR,2024-08-23,-15.560300,-69.741100,12.500000,1,0.019181,0.015646,0.008697,0.006884,0.005132,0.003575,1,0.019181,0.015646,0.008697,0.006884,0.005132,0.003575,2,0.018731,0.014503,0.007200,0.005212,0.004347,0.003453,4,0.015598,0.012001,0.004949,0.003096,0.002814,0.002642
S2,E48,LAGO MAYOR,2024-08-24,-15.536100,-69.359700,9.000000,1,0.013863,0.011038,0.004769,0.003325,0.002990,0.003055,1,0.013863,0.011038,0.004769,0.003325,0.002990,0.003055,2,0.011587,0.008683,0.002536,0.001667,0.002841,0.002884,4,0.014995,0.011462,0.005070,0.003242,0.003103,0.002970
S2,E49,LAGO MAYOR,2024-08-24,-15.606300,-69.444900,11.000000,1,0.018553,0.016047,0.009638,0.007854,0.006275,0.005624,1,0.018553,0.016047,0.009638,0.007854,0.006275,0.005624,2,0.016092,0.012571,0.006455,0.005050,0.005192,0.004864,4,0.019409,0.015936,0.009094,0.006832,0.005772,0.005268
S2,E50,LAGO MAYOR,2024-08-24,-15.668700,-69.521100,12.000000,1,0.017165,0.014930,0.008099,0.006364,0.005024,0.004281,1,0.017165,0.014930,0.008099,0.006364,0.005024,0.004281,2,0.017580,0.014412,0.007864,0.006038,0.005997,0.005783,4,0.018967,0.015103,0.008298,0.006038,0.006142,0.006066
S2,E51,LAGO MAYOR,2024-08-24,-15.737100,-69.603800,11.500000,1,0.018949,0.016520,0.009851,0.007922,0.006245,0.005384,1,0.018949,0.016520,0.009851,0.007922,0.006245,0.005384,2,0.015876,0.012489,0.005609,0.004146,0.003989,0.003595,4,0.018300,0.014777,0.008167,0.006204,0.004440,0.004178
S2,E52,LAGO MAYOR,2024-08-24,-15.802800,-69.684300,11.000000,1,0.018386,0.015737,0.007882,0.006866,0.006314,0.004884,1,0.018386,0.015737,0.007882,0.006866,0.006314,0.004884,2,0.015094,0.011326,0.003941,0.003433,0.003645,0.003108,4,0.016778,0.013483,0.005675,0.003876,0.002961,0.002551
S2,E53,LAGO MAYOR,2024-08-24,-15.868600,-69.763400,9.000000,1,0.023720,0.019654,0.009664,0.007945,0.005871,0.004675,1,0.023720,0.019654,0.009664,0.007945,0.005871,0.004675,2,0.022631,0.017257,0.007356,0.005724,0.004644,0.003869,4,0.023482,0.018915,0.008234,0.006291,0.004665,0.003880
S2,E58,LAGO MAYOR,2024-08-26,-15.951900,-69.545300,9.000000,0,,,,,,,2,0.018107,0.016395,0.007781,0.005921,0.005299,0.005387,2,0.018107,0.016395,0.007781,0.005921,0.005299,0.005387,4,0.018652,0.016792,0.008426,0.004668,0.004498,0.004928
S2,E59,LAGO MAYOR,2024-08-26,-15.887600,-69.461500,10.500000,0,,,,,,,2,0.015574,0.012439,0.006037,0.004128,0.003892,0.003767,2,0.015574,0.012439,0.006037,0.004128,0.003892,0.003767,4,0.016161,0.013100,0.006350,0.004225,0.003892,0.003767
S2,E60,LAGO MAYOR,2024-08-25,-15.827100,-69.377600,12.000000,0,,,,,,,1,0.018305,0.015893,0.009403,0.007486,0.006123,0.004829,2,0.015382,0.012088,0.005727,0.004205,0.003926,0.003190,4,0.017618,0.014330,0.007630,0.005382,0.004324,0.003420
S2,E61,LAGO MAYOR,2024-08-25,-15.758500,-69.304500,12.000000,0,,,,,,,1,0.016828,0.014819,0.008198,0.006710,0.005536,0.004780,2,0.013458,0.010595,0.004294,0.003355,0.003170,0.002799,4,0.016828,0.014819,0.008198,0.006710,0.005536,0.004780
S2,E72,LAGO MAYOR,2024-08-25,-15.692100,-69.170900,4.800000,0,,,,,,,1,0.021037,0.024372,0.009191,0.006466,0.011192,0.010183,2,0.020362,0.023974,0.004645,0.003233,0.007388,0.007883,4,0.021051,0.024372,0.008523,0.000541,0.006125,0.006810
S2,E76,LAGO MAYOR,2024-08-25,-15.812500,-69.044900,12.000000,0,,,,,,,1,0.019228,0.017823,0.011744,0.010396,0.009685,0.008918,2,0.014995,0.012138,0.006238,0.005316,0.005659,0.005385,4,0.017907,0.014903,0.008738,0.006956,0.005343,0.004406
S2,B03,LAGO MAYOR,2024-08-27,-15.994800,-69.427000,11.000000,0,,,,,,,1,0.018738,0.013749,0.006669,0.005577,0.005480,0.005101,2,0.019587,0.015836,0.008400,0.006811,0.005861,0.005092,4,0.018820,0.013886,0.006821,0.005577,0.005477,0.004869
S2,E78,LAGO MAYOR,2024-08-27,-15.890300,-69.132700,10.500000,0,,,,,,,1,0.008531,0.004841,0.000000,0.000000,0.000720,0.000816,2,0.014108,0.011260,0.006177,0.005211,0.004899,0.004715,4,0.018479,0.014701,0.008834,0.006770,0.005652,0.004547
S2,E79,LAGO MAYOR,2024-08-27,-15.960000,-69.227200,9.500000,0,,,,,,,1,0.014385,0.011115,0.005320,0.003515,0.005077,0.004899,2,0.015981,0.013511,0.007774,0.005692,0.005954,0.005572,4,0.017576,0.015809,0.009710,0.007288,0.006645,0.005959
S2,E80,LAGO MAYOR,2024-08-27,-16.031600,-69.319800,15.000000,0,,,,,,,1,0.012306,0.008488,0.001999,0.000837,0.001956,0.002092,2,0.015341,0.011647,0.005183,0.003794,0.003656,0.003314,4,0.015019,0.011122,0.003624,0.001756,0.001970,0.002092
S2,E82,LAGO MAYOR,2024-08-28,-16.110900,-69.417300,9.000000,1,0.018330,0.013037,0.006351,0.005261,0.004520,0.004614,1,0.018330,0.013037,0.006351,0.005261,0.004520,0.004614,2,0.018807,0.014489,0.007509,0.006270,0.005021,0.004639,4,0.019623,0.015941,0.008750,0.007324,0.005608,0.004826
S2,E83,LAGO MAYOR,2024-08-28,-16.183700,-69.506700,8.500000,1,0.018171,0.014083,0.006032,0.004892,0.007690,0.007607,1,0.018171,0.014083,0.006032,0.004892,0.007690,0.007607,2,0.019682,0.017050,0.008196,0.006642,0.007877,0.007364,4,0.021956,0.019053,0.009507,0.007131,0.007877,0.007364
S2,E88,LAGO MAYOR,2024-08-29,-16.206400,-69.378100,9.500000,1,0.017658,0.014198,0.006737,0.004630,0.004695,0.004156,1,0.017658,0.014198,0.006737,0.004630,0.004695,0.004156,2,0.076161,0.068790,0.059581,0.056771,0.055181,0.038109,4,0.018034,0.014728,0.006972,0.005158,0.005488,0.005178
S2,E94,LAGO MAYOR,2024-08-29,-16.251000,-69.288400,9.500000,1,0.018892,0.014075,0.007296,0.008308,0.010716,0.008928,1,0.018892,0.014075,0.007296,0.008308,0.010716,0.008928,2,0.018892,0.014075,0.007296,0.008308,0.010716,0.008928,4,0.016618,0.013458,0.006891,0.006619,0.007676,0.006020
S2,E97,LAGO MAYOR,2024-08-29,-16.175700,-69.195800,13.500000,1,0.011961,0.006603,0.001290,0.000279,0.001332,0.001555,1,0.011961,0.006603,0.001290,0.000279,0.001332,0.001555,2,0.036395,0.030252,0.022631,0.016234,0.020663,0.021924,4,0.013559,0.009470,0.003793,0.002484,0.002480,0.002629
S2,E98,LAGO MAYOR,2024-08-29,-16.105600,-69.110300,13.000000,1,0.013350,0.007612,0.002326,0.000693,0.003985,0.004023,1,0.013350,0.007612,0.002326,0.000693,0.003985,0.004023,2,0.013350,0.007612,0.002326,0.000693,0.003985,0.004023,4,0.013350,0.007612,0.002326,0.000693,0.004402,0.005661
S2,E99,LAGO MAYOR,2024-08-30,-16.074500,-69.074200,9.500000,0,,,,,,,1,0.013184,0.008998,0.002249,0.000913,0.001849,0.002083,2,0.028779,0.023320,0.013163,0.008589,0.004732,0.003881,4,0.015044,0.012406,0.005963,0.004238,0.004137,0.003876
S2,E100,LAGO MAYOR,2024-08-30,-16.005500,-68.995900,11.000000,0,,,,,,,2,0.012771,0.007407,0.000606,0.000090,0.000692,0.000854,4,0.012771,0.007407,0.000606,0.000090,0.001877,0.002139,8,0.012771,0.007407,0.000606,0.000090,0.003149,0.003569
S2,E103,LAGO MAYOR,2024-08-30,-15.939400,-68.901700,11.000000,0,,,,,,,1,0.006751,0.004637,0.000000,0.000000,0.001002,0.001831,2,0.006751,0.004637,0.000000,0.000000,0.001002,0.001831,4,0.006751,0.004637,0.000000,0.000000,0.005344,0.006755
S2,E105,LAGO MAYOR,2024-08-30,-15.986400,-68.801600,8.500000,0,,,,,,,1,0.011970,0.012841,0.005746,0.002249,0.002500,0.002280,2,0.018521,0.021586,0.010718,0.005705,0.007399,0.006216,4,0.021655,0.028312,0.012733,0.004671,0.006734,0.006182
S2,E113,LAGO MAYOR,2024-08-29,-16.217400,-69.136700,13.500000,1,0.011643,0.006166,0.001439,0.000635,0.001659,0.001551,1,0.011643,0.006166,0.001439,0.000635,0.001659,0.001551,2,0.026747,0.020024,0.011592,0.007504,0.003999,0.002174,4,0.013114,0.009006,0.004111,0.002546,0.002601,0.002140
S2,E117,LAGO MAYOR,2024-08-29,-16.165300,-69.102700,12.000000,1,0.014011,0.009362,0.003023,0.002165,0.003265,0.003122,1,0.014011,0.009362,0.003023,0.002165,0.003265,0.003122,2,0.024663,0.018283,0.009510,0.006373,0.003818,0.003175,4,0.015716,0.012192,0.006288,0.005164,0.003818,0.003175
S2,E120,LAGO MAYOR,2024-08-30,-16.126400,-68.933700,10.500000,0,,,,,,,2,0.013933,0.008788,0.002885,0.001759,0.001859,0.002017,4,0.013933,0.008788,0.002885,0.001759,0.001859,0.001949,8,0.013933,0.008788,0.002885,0.001759,0.002003,0.001952
S2,E121,LAGO MAYOR,2024-08-30,-16.206800,-68.864300,12.700000,0,,,,,,,1,0.013903,0.010295,0.003409,0.001946,0.004591,0.004364,2,0.013903,0.010295,0.003409,0.001946,0.004591,0.004364,4,0.013903,0.010295,0.003409,0.001946,0.003677,0.003927
