row_id,station,zona,date,lat,lon,secchi,chl,tss,temp_insitu,ph,do,matched,n_img,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
297,E51,LAGO MAYOR,2022-08-17,-15.7371,-69.6038,12.0,1.02,1.5,13.0,8.27,5.81,1,4,0.01801,0.0188,0.0129,0.00614,0.00502,0.00428,0.00408,0.00418,0.00355,0.00211,0.0019
298,E52,LAGO MAYOR,2022-08-17,-15.8028,-69.6843,9.0,0.51,11.0,12.9,8.31,6.27,1,4,0.01751,0.01849,0.01346,0.0061,0.00514,0.00422,0.00384,0.00426,0.00347,0.00258,0.00235
299,E53,LAGO MAYOR,2022-08-17,-15.8686,-69.7634,11.0,0.51,4.5,13.0,8.43,6.76,1,4,0.0234,0.02244,0.0166,0.00947,0.00848,0.00753,0.00745,0.00689,0.00669,0.00363,0.00274
300,E58,LAGO MAYOR,2022-08-18,-15.9519,-69.5453,11.0,1.1,3.25,12.3,8.58,6.44,1,4,0.01912,0.02173,0.01824,0.00841,0.00687,0.00626,0.00582,0.00583,0.00537,0.00282,0.00232
301,E59,LAGO MAYOR,2022-08-18,-15.8876,-69.4615,15.0,0.51,1.5,12.8,8.44,5.64,1,4,0.02047,0.01954,0.01404,0.00687,0.00547,0.00466,0.0046,0.00445,0.00409,0.0019,0.0015
302,E60,LAGO MAYOR,2022-08-18,-15.8271,-69.3776,16.5,0.43,1.5,12.8,8.45,5.57,1,4,0.02075,0.0204,0.01425,0.0073,0.00561,0.00477,0.00455,0.00448,0.00451,0.00253,0.00206
303,E61,LAGO MAYOR,2022-08-18,-15.7585,-69.3045,15.0,0.51,3.75,13.5,8.42,5.77,1,4,0.01917,0.02009,0.01458,0.00664,0.0059,0.00521,0.0055,0.0048,0.00502,0.00331,0.00301
304,E65,LAGO MAYOR,2022-08-18,-15.6901,-69.2315,,1.02,5.5,13.4,8.54,6.64,1,4,0.01886,0.01839,0.01768,0.00752,0.00596,0.00559,0.0054,0.00526,0.00499,0.003,0.00308
305,E72,LAGO MAYOR,2022-08-19,-15.6921,-69.1709,5.0,1.62,18.0,12.5,8.64,6.91,1,4,0.01758,0.02088,0.02083,0.00897,0.00704,0.00591,0.00688,0.00602,0.0067,0.00688,0.00633
306,E76,LAGO MAYOR,2022-08-19,-15.8125,-69.0449,10.0,0.95,0.75,13.0,8.48,6.48,1,4,0.01563,0.01673,0.01334,0.00723,0.00625,0.00546,0.00589,0.00524,0.00558,0.00371,0.00368
307,E78,LAGO MAYOR,2022-08-19,-15.8903,-69.1327,14.0,0.51,1.25,13.4,8.47,6.22,1,4,0.01657,0.01745,0.01269,0.00677,0.00553,0.00508,0.00518,0.00452,0.00507,0.00332,0.00284
308,E79,LAGO MAYOR,2022-08-19,-15.96,-69.2272,14.0,0.51,0.75,12.8,8.46,6.01,1,4,0.01654,0.0172,0.01265,0.00628,0.00543,0.00481,0.00515,0.00445,0.00465,0.00328,0.00312
309,E80,LAGO MAYOR,2022-08-20,-16.0316,-69.3198,15.0,0.51,0.0,12.3,8.48,5.9,1,4,0.02063,0.01937,0.01347,0.00696,0.00532,0.00505,0.00478,0.00455,0.00443,0.00293,0.00254
310,E82,LAGO MAYOR,2022-08-20,-16.1109,-69.4173,15.0,0.51,1.75,12.8,8.53,6.38,1,4,0.02219,0.02103,0.01519,0.00791,0.0069,0.00569,0.0058,0.00543,0.00564,0.00237,0.00186
311,E83,LAGO MAYOR,2022-08-20,-16.1837,-69.5067,16.0,0.95,1.0,13.7,8.58,6.61,1,4,0.02105,0.02017,0.01656,0.00948,0.00784,0.00645,0.00691,0.00612,0.00596,0.00363,0.00301
312,E88,LAGO MAYOR,2022-08-20,-16.2064,-69.3781,14.0,0.59,0.75,13.3,8.58,6.5,1,4,0.0205,0.01943,0.0149,0.00778,0.00673,0.00582,0.00582,0.0054,0.00534,0.00245,0.00213
313,E94,LAGO MAYOR,2022-08-20,-16.251,-69.2884,15.0,0.95,4.5,13.5,8.57,6.65,1,4,0.0195,0.02249,0.01866,0.01148,0.01127,0.01089,0.01168,0.01167,0.01251,0.00919,0.00736
314,E97,LAGO MAYOR,2022-08-21,-16.1757,-69.1958,16.0,0.95,6.75,12.9,8.51,6.17,1,4,0.01584,0.01454,0.01149,0.00585,0.00388,0.00342,0.0035,0.00373,0.00379,0.00203,0.00156
315,E98,LAGO MAYOR,2022-08-22,-16.1056,-69.1103,15.0,0.51,10.0,12.6,8.46,5.8,1,4,0.01741,0.01713,0.01301,0.00767,0.0069,0.00607,0.00626,0.00544,0.00573,0.00378,0.00303
316,E99,LAGO MAYOR,2022-08-22,-16.0745,-69.0742,15.0,0.51,10.0,13.0,8.5,6.18,1,4,0.01945,0.0153,0.01239,0.00659,0.00521,0.00431,0.00461,0.00462,0.00387,0.00212,0.00176
317,E100,LAGO MAYOR,2022-08-22,-16.0055,-68.9959,13.0,0.52,8.75,12.7,8.46,6.19,1,8,0.0154,0.01257,0.00941,0.0041,0.00333,0.00251,0.00261,0.00244,0.00218,0.00137,0.0013
318,E103,LAGO MAYOR,2022-08-22,-15.9394,-68.9017,10.0,0.51,5.5,13.0,8.48,6.16,1,4,0.01604,0.01436,0.01222,0.00486,0.00401,0.00326,0.00312,0.003,0.00276,0.00395,0.00397
319,E104,LAGO MAYOR,2022-08-22,-16.0297,-68.8837,13.0,0.95,13.18,12.9,8.59,6.73,1,4,0.01305,0.01201,0.00914,0.00362,0.00325,0.00232,0.00277,0.00267,0.00233,0.00168,0.00175
320,E105,LAGO MAYOR,2022-08-22,-15.9864,-68.8016,,0.59,6.2,13.6,8.54,6.61,1,4,0.01782,0.01668,0.01864,0.00961,0.00902,0.00646,0.00658,0.0057,0.00512,0.00271,0.00199
321,E113,LAGO MAYOR,2022-08-21,-16.2174,-69.1367,14.0,0.43,11.39,13.8,8.58,6.52,1,4,0.01524,0.0155,0.01265,0.00651,0.00488,0.00457,0.00503,0.0042,0.00409,0.00182,0.00134
322,E117,LAGO MAYOR,2022-08-21,-16.1653,-69.1027,14.0,0.51,6.91,13.6,8.56,6.62,1,4,0.01843,0.01867,0.01438,0.008,0.00708,0.00638,0.00694,0.00603,0.00593,0.0034,0.00278
323,E120,LAGO MAYOR,2022-08-22,-16.1264,-68.9337,14.0,1.02,12.32,13.1,8.51,6.23,1,8,0.01492,0.01419,0.01072,0.00543,0.00451,0.00417,0.00367,0.00416,0.00409,0.0024,0.00254
324,E121,LAGO MAYOR,2022-08-23,-16.2068,-68.8643,11.0,0.95,7.62,12.5,8.56,6.56,1,4,0.00734,0.00924,0.007,0.0022,0.00201,0.00139,0.00143,0.00161,0.00184,0.00279,0.00292
325,E122,LAGO MENOR,2022-08-23,-16.2276,-68.8361,10.0,1.02,4.14,12.5,8.55,6.61,1,4,0.00723,0.00764,0.00527,0.00061,0.00026,3e-05,0.0,0.0,0.00051,0.00355,0.00429
326,E123,LAGO MENOR,2022-08-23,-16.1925,-68.797,6.0,1.78,12.25,12.1,8.67,7.08,1,4,0.01164,0.01679,0.025,0.00674,0.00611,0.004,0.00398,0.00363,0.00345,0.00221,0.00199
327,E125,LAGO MENOR,2022-08-23,-16.2626,-68.7843,8.0,1.53,13.0,12.4,8.63,6.85,1,4,0.01307,0.02056,0.04403,0.01005,0.00945,0.00401,0.00368,0.00329,0.00253,0.00174,0.00207
328,E127,LAGO MENOR,2022-08-23,-16.2135,-68.733,,2.05,14.25,12.0,8.76,6.98,1,4,0.01235,0.01555,0.01876,0.00674,0.00626,0.00484,0.00498,0.00467,0.00413,0.00242,0.00181
329,E124,LAGO MENOR,2022-08-23,-16.218,-68.6226,,4.58,12.25,12.9,8.78,7.09,1,4,0.01485,0.02819,0.04435,0.01519,0.01412,0.00926,0.00919,0.01248,0.00883,0.00877,0.00754
330,E132,LAGO MENOR,2022-08-23,-16.3339,-68.7808,4.0,1.53,12.75,13.5,8.81,7.73,1,8,0.01799,0.0214,0.04063,0.0115,0.01159,0.00431,0.00449,0.0041,0.00364,0.00202,0.00191
331,E129,LAGO MENOR,2022-08-24,-16.217,-68.9353,,1.46,16.25,11.4,8.82,7.5,1,8,0.01314,0.01342,0.01538,0.00611,0.0045,0.00338,0.00353,0.00328,0.00298,0.0019,0.00133
332,E130,LAGO MENOR,2022-08-23,-16.3144,-68.8451,5.5,1.19,17.0,13.1,8.45,6.66,1,8,0.02314,0.02589,0.03135,0.01236,0.01047,0.00839,0.00867,0.00753,0.00744,0.00542,0.00455
333,E136,LAGO MENOR,2022-08-24,-16.2659,-69.0601,5.5,1.7,14.25,12.2,8.58,6.9,1,4,0.0166,0.01649,0.01819,0.00971,0.00804,0.00692,0.00745,0.00629,0.0063,0.00316,0.00339
334,E135,LAGO MENOR,2022-08-24,-16.3028,-68.9852,11.0,1.19,16.75,12.6,8.71,7.42,1,16,0.02137,0.02062,0.02118,0.01028,0.00832,0.00719,0.00671,0.00617,0.00584,0.00301,0.0023
335,E137,LAGO MENOR,2022-08-24,-16.4011,-68.8334,5.0,1.02,11.25,12.0,8.57,7.04,1,4,0.02376,0.02808,0.04004,0.01633,0.01473,0.01001,0.00962,0.00887,0.00845,0.00403,0.0031
336,E138,LAGO MENOR,2022-08-24,-16.3653,-68.9031,,1.02,18.25,12.2,8.47,6.74,1,8,0.02295,0.02319,0.02316,0.01177,0.00986,0.0081,0.00822,0.00748,0.00721,0.00387,0.00291
337,E141,LAGO MENOR,2022-08-24,-16.3764,-69.0073,5.0,1.7,11.0,12.8,8.62,7.05,1,4,0.0237,0.02526,0.02581,0.01315,0.01094,0.00864,0.00866,0.00811,0.00761,0.00422,0.00312
338,E142,LAGO MENOR,2022-08-24,-16.4515,-68.998,5.0,1.18,17.0,13.1,8.68,7.13,1,8,0.02431,0.02558,0.02702,0.01338,0.01128,0.00874,0.00909,0.00859,0.0073,0.00431,0.00342
339,E148,LAGO MENOR,2022-08-24,-16.5187,-68.8773,,0.95,31.75,13.1,8.71,7.6,1,4,0.01864,0.02164,0.03205,0.01312,0.01263,0.00774,0.00788,0.00702,0.00682,0.00315,0.00226
340,E145,LAGO MENOR,2022-08-24,-16.5139,-68.977,5.5,1.62,26.0,13.2,8.32,7.19,1,8,0.02165,0.02377,0.02637,0.01021,0.00821,0.00588,0.00572,0.00534,0.0049,0.00229,0.00164
341,E144,LAGO MENOR,2022-08-25,-16.56,-68.9168,,1.7,17.25,12.3,8.82,7.66,1,8,0.02278,0.02489,0.02775,0.01299,0.0112,0.00929,0.00908,0.00844,0.00791,0.00329,0.00215
342,E147,LAGO MENOR,2022-08-24,-16.493,-69.0596,5.0,1.78,14.75,12.4,8.64,7.07,1,4,0.02628,0.02693,0.03478,0.01444,0.01287,0.00822,0.00815,0.00704,0.00698,0.00282,0.00208
343,E150,LAGO MENOR,2022-08-25,-16.5583,-69.0356,,2.2,19.5,12.3,8.79,7.41,1,4,0.02541,0.02746,0.03071,0.01757,0.01502,0.00977,0.01045,0.00947,0.00857,0.00729,0.00568
344,E01,BAHIA PUNO,2024-08-21,-15.853,-69.9605,6.0,2.64,0.5,13.4,8.64,7.3,1,4,0.013,0.01999,0.02499,0.00755,0.00642,0.00372,0.00474,0.0043,0.00438,0.00819,0.00716
345,E02,BAHIA PUNO,2024-08-21,-15.8461,-69.9271,9.0,2.05,1.5,13.0,8.57,7.01,1,8,0.01582,0.01849,0.01526,0.00564,0.00503,0.00427,0.005,0.00363,0.00379,0.00269,0.00227
346,E03,BAHIA PUNO,2024-08-21,-15.8653,-69.8942,8.0,1.02,7.75,13.9,8.69,7.1,1,8,0.01485,0.01828,0.01606,0.00557,0.00488,0.00429,0.00507,0.00375,0.00386,0.00303,0.00224
347,E04,BAHIA PUNO,2024-08-21,-15.8741,-69.8671,,2.04,7.0,13.9,8.71,7.34,1,8,0.0161,0.0193,0.03308,0.01489,0.02544,0.00656,0.00689,0.00588,0.00406,0.00419,0.00362
348,E05,BAHIA PUNO,2024-08-21,-15.84,-69.8923,10.0,2.55,2.5,13.4,8.63,7.05,1,8,0.01609,0.01709,0.01397,0.00494,0.00449,0.00332,0.00426,0.00315,0.00352,0.003,0.00235
349,E06,BAHIA PUNO,2024-08-21,-15.8053,-69.9118,,2.55,0.75,13.6,8.74,7.33,1,8,0.02273,0.02482,0.03244,0.00859,0.00582,0.00267,0.00332,0.00249,0.00257,0.00293,0.00313
350,E08,BAHIA PUNO,2024-08-21,-15.7802,-69.8681,9.0,1.45,5.75,13.3,8.62,6.8,1,8,0.0161,0.0179,0.01334,0.0049,0.00433,0.00326,0.0035,0.00325,0.00347,0.00267,0.0024
351,E09,BAHIA PUNO,2024-08-21,-15.8342,-69.8592,,2.04,4.25,13.4,8.72,7.96,1,8,0.01549,0.0201,0.02631,0.00534,0.00323,0.00207,0.00225,0.00178,0.0016,0.00285,0.00252
352,E15,LAGO MAYOR,2024-08-21,-15.715,-69.8226,9.0,1.53,1.25,13.3,8.54,6.83,1,4,0.01284,0.0146,0.01195,0.00299,0.00212,0.00076,0.00101,0.0007,0.00088,0.00225,0.00247
353,E16,LAGO MAYOR,2024-08-21,-15.6737,-69.8541,6.0,1.62,2.25,13.5,8.66,7.0,1,8,0.00924,0.01056,0.00984,0.00019,0.0,0.0,0.0,0.0,0.0,0.00263,0.0039
354,E22,LAGO MAYOR,2024-08-22,-15.6181,-69.807,14.0,1.02,1.5,13.5,8.6,6.64,1,4,0.01439,0.01514,0.01067,0.00228,0.00137,3e-05,0.00054,0.00032,0.00014,0.00251,0.00304
355,E25,LAGO MAYOR,2024-08-22,-15.4913,-69.893,,1.53,2.0,13.5,8.63,6.76,1,8,0.01601,0.01561,0.01587,0.00476,0.00391,0.00275,0.00359,0.00244,0.00265,0.00566,0.0061
356,E27,LAGO MAYOR,2024-08-22,-15.4437,-69.8425,4.0,1.61,15.25,13.6,8.69,6.88,1,16,0.016,0.01904,0.02053,0.00689,0.00586,0.00452,0.00421,0.00382,0.00348,0.00238,0.00219
357,E28,LAGO MAYOR,2024-08-22,-15.3928,-69.7822,9.0,3.58,8.5,13.6,8.62,6.82,1,8,0.01743,0.01541,0.01311,0.00426,0.00372,0.0027,0.00301,0.00289,0.00264,0.00188,0.00142
358,E32,LAGO MAYOR,2024-08-22,-15.3384,-69.7205,12.5,1.62,6.0,13.7,8.58,6.59,1,4,0.01583,0.01697,0.01413,0.0046,0.00342,0.00282,0.00273,0.0025,0.00255,0.00162,0.0028
359,E36,LAGO MAYOR,2024-08-22,-15.2971,-69.6814,11.5,2.13,2.75,14.0,8.55,6.5,1,4,0.01334,0.01384,0.01185,0.00406,0.00335,0.00233,0.00313,0.00295,0.00314,0.00219,0.00223
360,E36B,LAGO MAYOR,2024-08-22,-15.2621,-69.7034,13.0,1.53,6.25,13.9,8.55,6.52,1,4,0.01367,0.01351,0.01143,0.00438,0.00372,0.00311,0.00351,0.0033,0.00341,0.00187,0.00184
361,E39,LAGO MAYOR,2024-08-23,-15.3748,-69.5276,8.0,2.12,4.5,12.7,8.61,6.74,1,4,0.01321,0.01706,0.01886,0.00361,0.00165,0.00086,0.00103,0.00059,0.00081,0.0054,0.00614
362,E41,LAGO MAYOR,2024-08-23,-15.4392,-69.6009,10.5,2.98,3.75,13.0,8.59,6.66,1,8,0.01295,0.01232,0.00953,0.00293,0.00182,0.0013,0.00165,0.00153,0.00134,0.00159,0.00154
363,E42,LAGO MAYOR,2024-08-23,-15.4967,-69.6685,10.0,1.45,6.25,14.4,8.48,6.47,1,4,0.01449,0.01311,0.01017,0.00353,0.00275,0.00187,0.00187,0.00169,0.00162,0.00165,0.00165
364,E43,LAGO MAYOR,2024-08-23,-15.5603,-69.7411,12.5,0.94,7.0,13.9,8.57,6.45,1,4,0.01535,0.0156,0.012,0.00495,0.0044,0.00352,0.00314,0.0031,0.00276,0.00281,0.00264
365,E48,LAGO MAYOR,2024-08-24,-15.5361,-69.3597,9.0,0.43,6.11,13.5,8.61,6.74,1,4,0.01489,0.015,0.01146,0.00507,0.00404,0.00367,0.00344,0.00324,0.00322,0.0031,0.00297
366,E49,LAGO MAYOR,2024-08-24,-15.6063,-69.4449,11.0,1.45,1.0,13.8,8.62,6.58,1,4,0.0183,0.01941,0.01594,0.00909,0.00789,0.00719,0.00722,0.00683,0.00659,0.00577,0.00527
367,E50,LAGO MAYOR,2024-08-24,-15.6687,-69.5211,12.0,1.61,3.75,13.7,8.57,6.55,1,4,0.01755,0.01897,0.0151,0.0083,0.00752,0.00629,0.00646,0.00604,0.00649,0.00614,0.00607
368,E51,LAGO MAYOR,2024-08-24,-15.7371,-69.6038,11.5,0.51,7.5,13.1,8.55,6.62,1,4,0.01726,0.0183,0.01478,0.00817,0.00745,0.00672,0.00614,0.0062,0.00605,0.00444,0.00418
369,E52,LAGO MAYOR,2024-08-24,-15.8028,-69.6843,11.0,1.1,6.25,12.9,8.62,6.75,1,4,0.01628,0.01678,0.01348,0.00567,0.00514,0.00408,0.00393,0.00388,0.00362,0.00296,0.00255
370,E53,LAGO MAYOR,2024-08-24,-15.8686,-69.7634,9.0,2.15,3.25,12.6,8.59,6.65,1,4,0.02208,0.02348,0.01892,0.00823,0.00735,0.0064,0.00671,0.00629,0.006,0.00467,0.00388
371,E58,LAGO MAYOR,2024-08-26,-15.9519,-69.5453,9.0,1.1,1.0,14.2,8.61,6.67,1,4,0.01823,0.01865,0.01679,0.00843,0.00688,0.00517,0.00511,0.00467,0.00484,0.0045,0.00493
372,E59,LAGO MAYOR,2024-08-26,-15.8876,-69.4615,10.5,1.62,4.75,13.4,8.53,6.4,1,4,0.01658,0.01616,0.0131,0.00635,0.0053,0.00472,0.00481,0.00423,0.00439,0.00389,0.00377
373,E60,LAGO MAYOR,2024-08-25,-15.8271,-69.3776,12.0,0.51,1.75,14.3,8.6,6.52,1,4,0.01822,0.01762,0.01433,0.00763,0.00646,0.00548,0.00536,0.00538,0.00527,0.00432,0.00342
374,E61,LAGO MAYOR,2024-08-25,-15.7585,-69.3045,12.0,1.53,2.0,13.8,8.6,6.72,1,4,0.01891,0.01683,0.01482,0.0082,0.00689,0.00686,0.00684,0.00671,0.00638,0.00554,0.00478
375,E65,LAGO MAYOR,2024-08-25,-15.6901,-69.2315,,1.61,2.0,13.5,8.63,7.03,1,4,0.02028,0.02135,0.02133,0.00996,0.00846,0.00758,0.00745,0.00739,0.00726,0.00598,0.00536
376,E72,LAGO MAYOR,2024-08-25,-15.6921,-69.1709,4.8,1.1,2.25,13.3,8.61,6.73,1,4,0.01861,0.02105,0.02437,0.00852,0.00464,0.00051,0.00207,0.00054,0.00077,0.00612,0.00681
377,E76,LAGO MAYOR,2024-08-25,-15.8125,-69.0449,12.0,1.53,2.0,14.1,8.55,6.57,1,4,0.016,0.01791,0.0149,0.00874,0.00785,0.00745,0.00792,0.00696,0.0077,0.00534,0.00441
378,B03,LAGO MAYOR,2024-08-27,-15.9948,-69.427,11.0,1.02,3.25,13.1,8.66,6.69,1,4,0.01664,0.01882,0.01389,0.00682,0.00591,0.00519,0.00585,0.00558,0.00545,0.00548,0.00487
379,E78,LAGO MAYOR,2024-08-27,-15.8903,-69.1327,10.5,0.51,1.5,13.7,8.59,6.64,1,4,0.01741,0.01848,0.0147,0.00883,0.00772,0.00733,0.00764,0.00677,0.00729,0.00565,0.00455
380,E79,LAGO MAYOR,2024-08-27,-15.96,-69.2272,9.5,1.53,4.0,13.6,8.59,6.6,1,4,0.01878,0.01758,0.01581,0.00971,0.00899,0.00733,0.008,0.00729,0.00751,0.00664,0.00596
381,E80,LAGO MAYOR,2024-08-27,-16.0316,-69.3198,15.0,1.53,11.5,13.3,8.62,6.63,1,4,0.01412,0.01502,0.01112,0.00362,0.00278,0.00216,0.00215,0.00176,0.00186,0.00197,0.00209
382,E82,LAGO MAYOR,2024-08-28,-16.1109,-69.4173,9.0,1.97,1.5,13.9,8.61,6.66,1,4,0.02101,0.01962,0.01594,0.00875,0.00825,0.00727,0.0075,0.00732,0.00713,0.00561,0.00483
383,E83,LAGO MAYOR,2024-08-28,-16.1837,-69.5067,8.5,2.56,1.0,14.6,8.65,6.6,1,4,0.02033,0.02196,0.01905,0.00951,0.00798,0.00725,0.0077,0.00713,0.00736,0.00788,0.00736
384,E88,LAGO MAYOR,2024-08-29,-16.2064,-69.3781,9.5,1.53,8.0,13.3,8.61,6.67,1,4,0.01652,0.01803,0.01473,0.00697,0.00585,0.00549,0.00645,0.00516,0.00581,0.00549,0.00518
385,E94,LAGO MAYOR,2024-08-29,-16.251,-69.2884,9.5,1.53,1.5,13.9,8.66,6.78,1,4,0.01375,0.01662,0.01346,0.00689,0.00685,0.00629,0.00675,0.00662,0.00801,0.00768,0.00602
386,E97,LAGO MAYOR,2024-08-29,-16.1757,-69.1958,13.5,1.02,9.0,14.0,8.66,6.75,1,4,0.01176,0.01356,0.00947,0.00379,0.00265,0.00262,0.00319,0.00248,0.00266,0.00248,0.00263
387,E98,LAGO MAYOR,2024-08-29,-16.1056,-69.1103,13.0,1.1,1.75,14.1,8.65,6.72,1,4,0.01039,0.01335,0.00761,0.00233,0.00081,0.00072,0.00159,0.00069,0.0017,0.0044,0.00566
388,E99,LAGO MAYOR,2024-08-30,-16.0745,-69.0742,9.5,1.1,10.25,13.0,8.62,6.67,1,4,0.01357,0.01504,0.01241,0.00596,0.00482,0.00424,0.00502,0.00424,0.00481,0.00414,0.00388
389,E100,LAGO MAYOR,2024-08-30,-16.0055,-68.9959,11.0,1.18,1.0,12.8,8.51,6.26,1,8,0.01167,0.01277,0.00741,0.00061,0.00029,7e-05,0.00022,9e-05,0.00034,0.00315,0.00357
390,E103,LAGO MAYOR,2024-08-30,-15.9394,-68.9017,11.0,1.45,0.25,13.7,8.58,6.42,1,4,0.00522,0.00675,0.00464,0.0,0.0,0.0,0.0,0.0,0.0,0.00534,0.00676
391,E105,LAGO MAYOR,2024-08-30,-15.9864,-68.8016,8.5,2.72,1.75,12.9,8.62,6.67,1,4,0.01916,0.02166,0.02831,0.01273,0.01397,0.00895,0.00921,0.00467,0.00645,0.00673,0.00618
392,E113,LAGO MAYOR,2024-08-29,-16.2174,-69.1367,13.5,0.94,0.5,14.7,8.69,6.91,1,4,0.01127,0.01311,0.00901,0.00411,0.00284,0.00268,0.00318,0.00255,0.00295,0.0026,0.00214
393,E117,LAGO MAYOR,2024-08-29,-16.1653,-69.1027,12.0,1.02,6.0,14.2,8.61,6.68,1,4,0.01426,0.01572,0.01219,0.00629,0.0053,0.00511,0.00606,0.00516,0.0055,0.00382,0.00317
394,E120,LAGO MAYOR,2024-08-30,-16.1264,-68.9337,10.5,2.05,1.25,14.0,8.58,6.63,1,8,0.01135,0.01393,0.00879,0.00289,0.00216,0.00144,0.00212,0.00176,0.00107,0.002,0.00195
395,E121,LAGO MAYOR,2024-08-30,-16.2068,-68.8643,12.7,0.51,1.0,13.9,8.64,6.68,1,4,0.01064,0.0139,0.01029,0.00341,0.00314,0.00175,0.00256,0.00195,0.00193,0.00368,0.00393
396,E122,LAGO MENOR,2024-08-31,-16.2276,-68.8361,11.0,1.02,1.75,12.9,8.61,6.56,1,4,0.00723,0.01005,0.00539,0.0,0.0,0.0,0.0,0.0,0.0,0.00314,0.00491
397,E125,LAGO MENOR,2024-09-01,-16.2626,-68.7843,2.5,2.72,11.5,11.3,8.6,6.28,1,4,0.01829,0.02921,0.04478,0.01223,0.01038,0.00144,0.00122,0.00098,0.00057,0.00166,0.0016
398,P02,LAGO MENOR,2024-09-01,-16.2135,-68.733,9.5,1.02,1.75,12.5,8.59,6.2,1,4,0.01178,0.01748,0.01951,0.0059,0.00542,0.0044,0.00458,0.00382,0.00385,0.0036,0.00299
399,P03,LAGO MENOR,2024-09-01,-16.2158,-68.6912,3.5,3.24,5.5,11.2,8.65,6.54,1,4,0.00634,0.01556,0.02821,0.00372,0.00212,0.0,0.0,0.0,0.0,0.0026,0.00289
400,P04,LAGO MENOR,2024-09-01,-16.2544,-68.6012,1.5,1.7,16.25,11.5,8.7,6.79,1,4,0.01204,0.01101,0.03497,0.00627,0.01657,0.00034,0.00043,0.00031,0.00032,0.00255,0.00257
401,E127,LAGO MENOR,2024-09-01,-16.218,-68.6226,2.0,2.13,12.5,12.2,8.65,6.54,1,4,0.02119,0.03663,0.06118,0.01389,0.01242,0.00629,0.00698,0.00621,0.00638,0.00341,0.00323
402,E129,LAGO MENOR,2024-08-31,-16.3339,-68.7808,4.5,2.05,1.0,12.4,8.5,6.62,1,8,0.01269,0.01905,0.03743,0.0137,0.02317,0.00319,0.00319,0.00257,0.00118,0.00176,0.00159
403,E135,LAGO MENOR,2024-08-31,-16.2659,-69.0601,4.0,2.2,4.5,13.3,8.68,6.78,1,4,0.01385,0.01607,0.01671,0.0078,0.00609,0.00518,0.00558,0.00503,0.00486,0.00465,0.00472
404,E138,LAGO MENOR,2024-08-31,-16.4011,-68.8334,4.5,1.1,2.25,12.5,8.54,6.82,1,4,0.01559,0.02133,0.03814,0.01385,0.0152,0.00458,0.00459,0.00462,0.00352,0.00297,0.00266
405,P15,LAGO MENOR,2024-08-31,-16.3119,-68.8495,4.0,1.62,3.5,13.7,8.76,6.98,1,8,0.00563,0.01241,0.02183,0.00079,0.00034,0.0,0.0,0.0,0.0,0.00335,0.00426
406,E141,LAGO MENOR,2024-08-31,-16.3764,-69.0073,,0.59,1.75,13.1,8.57,6.8,1,4,0.01184,0.01686,0.01834,0.00621,0.00399,0.00273,0.00359,0.00263,0.00298,0.0026,0.00225
407,E142,LAGO MENOR,2024-08-31,-16.4515,-68.998,4.0,1.62,9.25,13.1,8.67,6.77,1,8,0.01819,0.01884,0.02229,0.00797,0.00561,0.00347,0.00366,0.00338,0.00319,0.00226,0.00198
408,E145,LAGO MENOR,2024-09-02,-16.5139,-68.977,3.5,1.62,0.5,12.5,8.74,6.84,1,8,0.01579,0.02033,0.02436,0.0081,0.00548,0.00337,0.0038,0.00375,0.00353,0.00246,0.00232
409,E148,LAGO MENOR,2024-09-01,-16.493,-69.0596,,1.62,6.5,13.4,9.25,7.83,1,4,0.0178,0.02034,0.03666,0.01273,0.0162,0.00446,0.00463,0.00421,0.0036,0.0028,0.00257
410,P10,LAGO MENOR,2024-09-02,-16.5821,-68.8723,3.0,2.16,3.5,12.3,9.12,5.74,1,4,0.00984,0.0152,0.02351,0.00848,0.00738,0.00374,0.00441,0.00401,0.00412,0.00294,0.00316
411,P11,LAGO MENOR,2024-09-02,-16.5583,-69.0356,,3.75,4.0,13.3,8.67,5.7,1,4,0.00838,0.01234,0.01995,0.00665,0.00864,0.00258,0.00314,0.00306,0.00283,0.00543,0.0055
