row_id,station,zona,date,lat,lon,secchi,chl,tss,temp_insitu,ph,do,matched,n_img,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
28,E49,LAGO MAYOR,2016-08-08,-15.6063,-69.4449,12.8,0.15,26.75,12.8,8.52,6.05,1,1,0.01389,0.01275,0.01188,0.00553,0.0045,0.00371,0.00275,0.00358,0.00247,0.00243,0.00243
29,E50,LAGO MAYOR,2016-08-08,-15.6687,-69.5211,11.9,0.6,17.5,12.4,8.52,5.86,1,1,0.01381,0.01225,0.01207,0.00537,0.00419,0.00351,0.00333,0.00326,0.00261,0.0021,0.00209
30,E51,LAGO MAYOR,2016-08-06,-15.7371,-69.6038,9.4,0.26,16.25,12.7,8.61,6.17,1,1,0.01518,0.01358,0.01184,0.00513,0.00403,0.00339,0.00269,0.00297,0.00247,0.00155,0.00141
31,E52,LAGO MAYOR,2016-08-06,-15.8028,-69.6843,10.3,0.4,26.5,13.0,8.65,6.27,1,2,0.01336,0.01211,0.01149,0.00455,0.00342,0.00238,0.00171,0.00237,0.00153,0.00226,0.00209
32,E53,LAGO MAYOR,2016-08-06,-15.8686,-69.7634,,0.22,18.75,13.2,8.8,7.26,1,2,0.01936,0.01729,0.01534,0.0058,0.00447,0.00334,0.00309,0.00303,0.00312,0.00155,0.00171
33,E58,LAGO MAYOR,2016-08-09,-15.9519,-69.5453,5.0,0.33,27.25,12.9,8.62,6.5,1,2,0.01529,0.01495,0.0142,0.00591,0.00462,0.00334,0.0032,0.00357,0.00279,0.00243,0.00248
34,E59,LAGO MAYOR,2016-08-09,-15.8876,-69.4615,13.0,0.19,14.75,13.0,8.46,5.74,1,2,0.01456,0.01231,0.01089,0.00432,0.00368,0.00237,0.00259,0.00242,0.00169,0.00137,0.00115
35,E60,LAGO MAYOR,2016-08-09,-15.8271,-69.3776,12.0,0.21,16.25,12.6,8.55,5.73,1,1,0.01435,0.01231,0.01111,0.0044,0.00374,0.00258,0.00251,0.0024,0.0022,0.00178,0.00161
36,E61,LAGO MAYOR,2016-08-08,-15.7585,-69.3045,10.2,0.27,19.25,13.2,8.55,5.68,1,1,0.0135,0.01194,0.01156,0.00481,0.00395,0.00291,0.00209,0.00298,0.00234,0.00204,0.00177
37,E65,LAGO MAYOR,2016-08-08,-15.6901,-69.2315,,0.93,24.0,13.4,8.65,6.01,1,1,0.01348,0.01375,0.01474,0.00518,0.0044,0.003,0.00298,0.00324,0.00273,0.00212,0.00173
38,E68,LAGO MAYOR,2016-08-08,-15.9935,-69.4278,5.5,0.28,17.0,13.3,8.69,6.45,1,2,0.01635,0.0142,0.01279,0.00531,0.00435,0.00348,0.00283,0.00328,0.00258,0.00201,0.00149
39,E71,LAGO MAYOR,2016-08-08,-15.6953,-69.1984,,1.27,1.75,12.5,8.68,7.18,1,1,0.01296,0.01205,0.01433,0.0064,0.00519,0.00408,0.00512,0.00399,0.00412,0.00315,0.00306
40,E72,LAGO MAYOR,2016-08-09,-15.6921,-69.1709,5.8,0.72,23.25,11.9,8.7,6.97,1,1,0.01466,0.01771,0.02158,0.00696,0.00466,0.00342,0.00385,0.0035,0.00356,0.00563,0.00549
41,E76,LAGO MAYOR,2016-08-11,-15.8125,-69.0449,12.5,0.17,18.25,13.4,8.53,5.68,1,1,0.00909,0.00938,0.00977,0.00402,0.0031,0.00236,0.00257,0.00235,0.00224,0.00193,0.002
42,E78,LAGO MAYOR,2016-08-11,-15.8903,-69.1327,13.5,0.22,13.75,12.9,8.59,5.84,1,1,0.01069,0.0105,0.01088,0.00466,0.00405,0.00278,0.00282,0.003,0.00268,0.00218,0.00252
43,E79,LAGO MAYOR,2016-08-11,-15.96,-69.2272,11.5,0.61,18.75,12.4,8.62,5.85,1,2,0.01136,0.01058,0.01074,0.00419,0.00308,0.00242,0.0023,0.00251,0.0019,0.00187,0.00194
44,E80,LAGO MAYOR,2016-08-11,-16.0316,-69.3198,10.5,0.34,41.5,12.3,8.58,5.98,1,2,0.01321,0.01175,0.01023,0.00331,0.00239,0.00169,0.00182,0.00171,0.00126,0.00093,0.00125
45,E82,LAGO MAYOR,2016-08-10,-16.1109,-69.4173,8.2,1.08,10.25,12.3,8.63,6.22,1,2,0.01595,0.01425,0.01276,0.00577,0.0045,0.004,0.00373,0.00385,0.00367,0.00208,0.00194
46,E83,LAGO MAYOR,2016-08-10,-16.1837,-69.5067,5.5,0.65,11.5,12.3,8.72,6.65,1,2,0.01663,0.01488,0.01393,0.00586,0.0041,0.00338,0.00308,0.00336,0.00301,0.00273,0.00271
47,E84,LAGO MAYOR,2016-08-10,-16.2007,-69.4624,4.7,1.77,21.75,12.7,8.72,6.43,1,2,0.01378,0.01284,0.01293,0.00566,0.00437,0.00359,0.00395,0.00436,0.00397,0.00652,0.00656
48,E85,LAGO MAYOR,2016-08-10,-16.1599,-69.4444,9.8,0.26,27.5,12.4,8.67,6.44,1,2,0.01606,0.01437,0.01325,0.00574,0.00494,0.00396,0.00368,0.00372,0.00361,0.00219,0.00239
49,E88,LAGO MAYOR,2016-08-10,-16.2064,-69.3781,6.5,0.21,18.0,12.8,8.76,6.46,1,2,0.01638,0.01485,0.01363,0.00559,0.00455,0.0038,0.00327,0.00372,0.00322,0.00194,0.00195
50,E94,LAGO MAYOR,2016-08-10,-16.251,-69.2884,7.4,0.21,6.5,13.3,8.71,6.67,1,2.0,0.01298,0.01237,0.01237,0.00538,0.00433,0.00366,0.00347,0.00363,0.0034,0.00242,0.00243
51,E97,LAGO MAYOR,2016-08-10,-16.1757,-69.1958,9.5,0.13,10.25,13.6,8.69,6.22,1,2.0,0.0107,0.01022,0.01011,0.00372,0.00244,0.00221,0.00176,0.00199,0.00151,0.00092,0.00108
52,E98,LAGO MAYOR,2016-08-10,-16.1117,-69.1016,9.0,0.22,25.5,12.9,8.65,6.4,1,2.0,0.01094,0.01067,0.01033,0.00437,0.00308,0.00269,0.00266,0.00259,0.00267,0.00226,0.00236
53,E99,LAGO MAYOR,2016-08-12,-16.0745,-69.0742,9.2,0.44,25.0,12.9,8.65,6.31,1,2.0,0.01326,0.01283,0.01247,0.00572,0.00464,0.00356,0.0039,0.00369,0.00356,0.00271,0.00292
54,E100,LAGO MAYOR,2016-08-12,-16.0055,-68.9959,10.2,0.22,21.75,12.1,8.39,5.79,1,3.0,0.01408,0.01168,0.01054,0.00464,0.00307,0.00251,0.00235,0.00237,0.00196,0.00155,0.00106
55,E103,LAGO MAYOR,2016-08-11,-15.9394,-68.9017,,0.16,13.0,13.4,8.61,5.88,0,,,,,,,,,,,,
56,E104,LAGO MAYOR,2016-08-11,-15.994,-68.8804,11.5,0.4,7.5,13.0,8.6,5.94,1,1.0,0.0113,0.00956,0.00895,0.00294,0.00225,0.00101,0.0012,0.00121,0.00097,0.00099,0.00101
57,E105,LAGO MAYOR,2016-08-11,-15.9864,-68.8016,,0.57,7.0,12.8,8.71,6.55,1,1.0,0.00804,0.00879,0.0122,0.0044,0.00393,0.0019,0.00214,0.00215,0.00192,0.00132,0.00127
58,E113,LAGO MAYOR,2016-08-10,-16.2174,-69.1367,9.3,0.23,19.5,13.1,8.71,6.65,1,2.0,0.01074,0.01081,0.01021,0.00427,0.00325,0.00237,0.00226,0.00236,0.0015,0.00106,0.00103
59,E117,LAGO MAYOR,2016-08-10,-16.1653,-69.1027,10.0,0.3,17.5,13.4,8.74,6.66,1,2.0,0.0115,0.01086,0.01105,0.00472,0.00343,0.00289,0.00311,0.00264,0.00275,0.00212,0.00218
60,E119,LAGO MAYOR,2016-08-10,-16.0439,-69.1309,10.5,0.97,14.2,12.9,8.63,6.12,1,2.0,0.01267,0.01217,0.01178,0.00584,0.00496,0.00424,0.00438,0.00395,0.00403,0.00345,0.00313
61,E120,LAGO MAYOR,2016-08-12,-16.1264,-68.9337,14.2,0.56,15.5,12.8,8.63,6.07,1,3.0,0.01211,0.01057,0.01066,0.00386,0.00308,0.00201,0.00218,0.00222,0.00173,0.0013,0.00124
62,E121,LAGO MAYOR,2016-08-12,-16.2068,-68.8643,10.5,0.32,14.0,13.3,8.69,6.65,1,1.0,0.00834,0.00908,0.00979,0.003,0.00247,0.00154,0.00175,0.00163,0.00182,0.00291,0.00296
63,E01,BAHIA PUNO,2017-07-10,-15.853,-69.9605,5.3,1.62,31.5,13.9,8.47,7.69,1,3.0,0.00567,0.01126,0.01293,0.00416,0.00418,0.00309,0.0043,0.0036,0.00426,0.00598,0.00457
64,E02,BAHIA PUNO,2017-07-11,-15.8461,-69.9271,6.0,1.62,35.0,12.7,8.85,7.42,1,6.0,0.01243,0.01402,0.01353,0.00427,0.00351,0.00266,0.00207,0.00176,0.00169,0.00126,0.00112
65,E05,BAHIA PUNO,2017-07-11,-15.84,-69.8923,6.6,1.1,24.25,13.3,8.87,7.35,1,6.0,0.01384,0.01398,0.01279,0.00378,0.00297,0.00229,0.00206,0.00152,0.00115,0.00122,0.00101
66,E09,BAHIA PUNO,2017-07-11,-15.8342,-69.8592,,0.59,27.0,13.4,8.84,7.48,1,6.0,0.01318,0.01349,0.01458,0.00316,0.00248,0.00167,0.00179,0.00147,0.00145,0.00167,0.00112
67,E10,BAHIA PUNO,2017-07-11,-15.7938,-69.8376,,1.62,25.75,13.5,8.81,7.1,1,3.0,0.0122,0.01296,0.01179,0.00271,0.00168,0.00069,0.00059,0.00069,0.00063,0.00248,0.00233
68,E14,BAHIA PUNO,2017-07-12,-15.7489,-69.783,10.6,1.7,35.5,11.5,8.66,6.67,1,4.0,0.01354,0.01383,0.01185,0.00486,0.00418,0.003,0.00298,0.00262,0.00225,0.00184,0.00222
69,E15,BAHIA PUNO,2017-07-12,-15.715,-69.8226,6.6,1.62,44.0,11.5,8.47,7.23,1,2.0,0.01332,0.01333,0.0136,0.0046,0.0038,0.00271,0.00276,0.00282,0.00271,0.00214,0.00225
70,E16,BAHIA PUNO,2017-07-12,-15.6737,-69.8541,6.0,0.59,23.5,11.2,8.46,7.08,1,4.0,0.01139,0.01355,0.01656,0.00599,0.00466,0.00251,0.00298,0.00246,0.00246,0.00388,0.00358
71,E17,BAHIA PUNO,2017-07-11,-15.6048,-69.9059,4.2,2.72,30.75,11.4,8.65,6.74,1,4.0,0.01265,0.01911,0.02317,0.01005,0.00679,0.00397,0.0043,0.00432,0.00389,0.00534,0.00475
72,E25,LAGO MAYOR,2017-07-12,-15.4913,-69.893,,1.02,30.5,13.5,8.51,6.5,1,4.0,0.01168,0.01465,0.01482,0.00516,0.00465,0.00393,0.00401,0.00409,0.00357,0.00476,0.00441
73,E27,LAGO MAYOR,2017-07-12,-15.4437,-69.8425,,1.62,27.0,13.4,8.5,6.38,1,8.0,0.01219,0.01221,0.01374,0.00351,0.00163,0.00107,0.00117,0.00149,0.00127,0.00128,0.00162
74,E28,LAGO MAYOR,2017-07-12,-15.3928,-69.7822,10.3,1.1,38.0,13.3,8.56,6.35,1,4.0,0.01259,0.01163,0.01162,0.00287,0.00175,0.0007,0.00097,0.00093,0.00127,0.00148,0.00161
75,E32,LAGO MAYOR,2017-07-12,-15.3384,-69.7205,7.0,0.51,0.75,13.0,8.52,6.0,1,2,0.00972,0.01261,0.01233,0.00197,0.00149,0.00066,0.00079,0.00067,0.00098,0.00146,0.00258
76,E36,LAGO MAYOR,2017-07-13,-15.2971,-69.6814,10.8,0.59,4.0,12.6,8.62,5.77,1,2,0.00777,0.01055,0.01014,0.00151,0.00056,6e-05,0.00071,0.00059,0.00077,0.0017,0.00185
77,E39,LAGO MAYOR,2017-07-13,-15.3748,-69.5276,8.4,0.52,0.25,13.1,8.73,6.26,1,2,0.00333,0.00834,0.01022,0.00038,0.0,0.0,0.0,0.0,0.0,0.00257,0.00321
78,E41,LAGO MAYOR,2017-07-13,-15.4392,-69.6009,13.0,1.7,36.75,13.5,8.71,5.86,1,4,0.00835,0.00671,0.00658,0.00104,0.00041,0.00022,0.00034,0.00019,6e-05,0.00081,0.00078
79,E42,LAGO MAYOR,2017-07-13,-15.4967,-69.6685,14.0,0.59,25.0,13.6,8.67,5.78,1,2,0.0143,0.0139,0.01165,0.00402,0.00317,0.00202,0.00185,0.00174,0.00173,0.00137,0.00117
80,E43,LAGO MAYOR,2017-07-13,-15.5603,-69.7411,12.0,1.1,47.0,13.4,8.66,5.83,1,2,0.01471,0.01341,0.01119,0.00447,0.00345,0.00264,0.00257,0.00241,0.00226,0.00167,0.00179
81,E22,LAGO MAYOR,2017-07-13,-15.6181,-69.807,9.0,2.05,3.25,13.1,8.64,6.26,1,2,0.0136,0.01319,0.01096,0.00349,0.00292,0.00167,0.00174,0.0017,0.00171,0.00211,0.00251
82,E48,LAGO MAYOR,2017-07-15,-15.5361,-69.3597,12.0,1.7,1.75,13.4,8.71,6.21,1,2,0.01019,0.0101,0.00888,0.0032,0.00224,0.00202,0.0023,0.00223,0.00215,0.00227,0.00186
83,E49,LAGO MAYOR,2017-07-15,-15.6063,-69.4449,9.0,1.1,1.5,13.2,8.78,6.53,1,2,0.01008,0.01115,0.0094,0.00383,0.00304,0.00234,0.00217,0.00221,0.00212,0.00205,0.00195
84,E50,LAGO MAYOR,2017-07-15,-15.6687,-69.5211,12.0,1.62,3.0,12.4,8.79,6.32,1,2,0.01146,0.01266,0.01068,0.00502,0.00426,0.00338,0.00304,0.00326,0.00304,0.00297,0.00293
85,E51,LAGO MAYOR,2017-07-15,-15.7371,-69.6038,9.8,2.13,1.5,12.1,8.8,5.97,1,2,0.01086,0.01191,0.00965,0.00373,0.00289,0.00203,0.00145,0.00214,0.00173,0.00144,0.00127
86,E52,LAGO MAYOR,2017-07-15,-15.8028,-69.6843,9.0,3.83,2.25,12.1,8.8,6.35,1,4,0.01213,0.01267,0.01,0.00361,0.00303,0.00193,0.00242,0.00213,0.00187,0.00195,0.00201
87,E53,LAGO MAYOR,2017-07-15,-15.8686,-69.7634,,1.61,,13.5,8.72,6.32,1,4,0.01577,0.01681,0.01419,0.00565,0.00527,0.00406,0.00386,0.00351,0.00333,0.00264,0.00228
88,E58,LAGO MAYOR,2017-07-16,-15.9519,-69.5453,,1.18,1.75,13.5,8.68,6.41,1,4,0.0119,0.01499,0.0118,0.00488,0.00394,0.00343,0.00359,0.00291,0.00277,0.00245,0.00268
89,E59,LAGO MAYOR,2017-07-16,-15.8876,-69.4615,10.0,2.13,1.5,13.2,8.69,5.96,1,4,0.01382,0.01346,0.01023,0.00439,0.00373,0.00263,0.00326,0.00241,0.00281,0.00208,0.00189
90,E60,LAGO MAYOR,2017-07-16,-15.8271,-69.3776,10.0,2.21,1.75,12.8,8.68,5.94,1,4,0.01261,0.01253,0.009,0.00331,0.00237,0.00178,0.00198,0.00143,0.00176,0.0017,0.00188
91,E61,LAGO MAYOR,2017-07-16,-15.7585,-69.3045,12.8,1.7,1.75,12.7,8.63,5.64,1,2,0.0111,0.01038,0.00841,0.00287,0.00185,0.0014,0.00149,0.00133,0.00143,0.00125,0.00097
92,E65,LAGO MAYOR,2017-07-16,-15.6901,-69.2315,,2.13,0.0,13.3,8.72,6.8,1,2,0.01146,0.01254,0.01363,0.00318,0.00229,0.00148,0.00162,0.00159,0.00154,0.00111,0.00153
93,E72,LAGO MAYOR,2017-07-16,-15.6921,-69.1709,5.8,1.54,1.0,12.7,8.78,7.18,1,2,0.00908,0.01454,0.01842,0.00424,0.002,0.00042,0.00178,0.00144,0.00186,0.00488,0.00435
94,E76,LAGO MAYOR,2017-07-19,-15.8125,-69.0449,9.0,1.1,0.75,12.8,8.77,6.49,1,2,0.00538,0.00778,0.00765,0.00248,0.00198,0.00161,0.00169,0.00168,0.00177,0.00163,0.00184
95,E78,LAGO MAYOR,2017-07-19,-15.8903,-69.1327,10.3,0.51,0.0,12.5,8.66,5.77,1,3,0.00849,0.0117,0.00841,0.00326,0.00263,0.00215,0.00261,0.00209,0.00196,0.00216,0.00165
96,E79,LAGO MAYOR,2017-07-16,-15.96,-69.2272,10.0,0.59,0.0,13.4,8.79,6.14,1,4,0.00785,0.01045,0.00792,0.00237,0.00191,0.00107,0.00146,0.00126,0.00125,0.00131,0.00131
97,E80,LAGO MAYOR,2017-07-17,-16.0316,-69.3198,10.0,0.59,0.0,13.3,8.81,6.23,1,4,0.01199,0.01271,0.01002,0.00434,0.00349,0.0025,0.00286,0.00228,0.00239,0.00193,0.00183
98,E82,LAGO MAYOR,2017-07-17,-16.1109,-69.4173,10.0,2.72,1.25,13.0,8.87,6.45,1,4,0.01412,0.01442,0.01204,0.00578,0.00538,0.00435,0.00489,0.00405,0.00437,0.00305,0.00281
99,E83,LAGO MAYOR,2017-07-17,-16.1837,-69.5067,8.0,1.61,0.0,13.4,8.7,6.76,1,4,0.01389,0.01528,0.01341,0.00543,0.00447,0.00347,0.00442,0.00361,0.00362,0.004,0.00362
100,E88,LAGO MAYOR,2017-07-20,-16.2064,-69.3781,8.0,1.53,1.0,13.2,8.56,6.68,1,4,0.01479,0.01572,0.014,0.00689,0.00621,0.00568,0.00605,0.00522,0.00518,0.00398,0.00367
101,E94,LAGO MAYOR,2017-07-20,-16.251,-69.2884,9.0,1.02,0.75,13.2,8.59,6.59,1,4,0.01301,0.01725,0.01504,0.00955,0.00929,0.00936,0.01066,0.00964,0.01032,0.00942,0.00749
102,E97,LAGO MAYOR,2017-07-20,-16.1757,-69.1958,10.0,2.13,3.0,12.6,8.62,6.15,1,4,0.0085,0.01137,0.00852,0.00337,0.00315,0.00207,0.00234,0.00185,0.00224,0.00157,0.00205
103,E98,LAGO MAYOR,2017-07-19,-16.1056,-69.1103,9.5,1.53,0.75,13.4,8.63,5.91,1,4,0.00728,0.01056,0.00815,0.00271,0.00238,0.00144,0.00218,0.00169,0.00199,0.00222,0.00211
104,E99,LAGO MAYOR,2017-07-19,-16.0745,-69.0742,11.0,0.51,0.0,13.6,8.72,6.3,1,4,0.00915,0.01204,0.0102,0.00419,0.00356,0.00267,0.00345,0.0027,0.00277,0.0025,0.00253
105,E100,LAGO MAYOR,2017-07-19,-16.0055,-68.9959,10.0,1.02,1.0,13.7,8.7,5.91,1,6,0.01073,0.01126,0.00897,0.00362,0.00254,0.00182,0.0019,0.00174,0.00152,0.00134,0.00152
106,E103,LAGO MAYOR,2017-07-19,-15.9394,-68.9017,,1.03,0.75,13.0,8.75,6.14,1,2,0.02791,0.02204,0.02291,0.01728,0.01755,0.0176,0.01915,0.01662,0.01946,0.01741,0.01586
107,E104,LAGO MAYOR,2017-07-19,-16.0297,-68.8837,10.2,1.62,0.25,13.2,8.74,6.14,1,2,0.02056,0.01964,0.01834,0.01246,0.01227,0.01198,0.01155,0.01159,0.01096,0.00934,0.00829
108,E105,LAGO MAYOR,2017-07-19,-15.9864,-68.8016,,1.1,0.5,12.5,8.79,7.03,1,2,0.01315,0.01568,0.01915,0.01092,0.01076,0.00876,0.00913,0.00933,0.00889,0.00742,0.00666
109,E113,LAGO MAYOR,2017-07-20,-16.2174,-69.1367,10.0,1.53,0.75,11.9,8.58,6.39,1,4,0.0079,0.0114,0.00933,0.00376,0.00302,0.0026,0.00301,0.00258,0.00259,0.00184,0.00183
110,E117,LAGO MAYOR,2017-07-19,-16.1653,-69.1027,8.5,2.13,0.25,13.4,8.69,6.49,1,4,0.00863,0.01221,0.00982,0.00339,0.00258,0.00219,0.00317,0.00255,0.00234,0.00232,0.0021
111,E120,LAGO MAYOR,2017-07-21,-16.1264,-68.9337,9.5,2.13,31.25,12.9,8.65,6.25,1,6,0.0112,0.01221,0.00998,0.00414,0.00385,0.0028,0.00295,0.00289,0.00214,0.00193,0.00165
112,E121,LAGO MAYOR,2017-07-21,-16.2068,-68.8643,9.0,1.62,26.25,13.3,8.55,6.47,1,2,0.01258,0.01249,0.01265,0.00706,0.00721,0.00706,0.00733,0.00657,0.00721,0.00719,0.00688
113,E122,LAGO MENOR,2017-07-21,-16.2276,-68.8361,9.0,1.7,39.25,13.2,8.51,6.39,1,2,0.01352,0.01596,0.01548,0.01025,0.01054,0.01025,0.01055,0.01095,0.01099,0.01136,0.0101
114,E123,LAGO MENOR,2017-07-21,-16.1925,-68.797,6.5,1.1,32.25,13.1,8.67,7.11,1,2,0.01466,0.01612,0.01801,0.01102,0.01105,0.01071,0.01078,0.0103,0.01084,0.00948,0.00825
115,E125,LAGO MENOR,2017-07-21,-16.2626,-68.7843,8.0,2.13,37.5,13.3,8.88,7.11,1,2,0.01869,0.02516,0.03239,0.01153,0.01051,0.00965,0.00953,0.00924,0.00927,0.00756,0.00699
116,E127,LAGO MENOR,2017-07-21,-16.2135,-68.733,,0.59,34.0,12.7,8.68,7.05,1,2,0.01497,0.01613,0.01723,0.01035,0.01016,0.00964,0.00982,0.0092,0.01007,0.00827,0.00744
117,E126,LAGO MENOR,2017-07-21,-16.2677,-68.7154,,0.0,17.0,11.5,8.96,8.86,1,2,0.01526,0.01808,0.02066,0.00731,0.00643,0.00589,0.00593,0.00574,0.00592,0.00484,0.00445
118,E124,LAGO MENOR,2017-07-21,-16.218,-68.6226,,1.11,32.75,12.4,8.63,6.91,1,2,0.01364,0.01751,0.02632,0.00605,0.00518,0.00368,0.00394,0.00411,0.00375,0.00301,0.00325
119,E132,LAGO MENOR,2017-07-21,-16.3339,-68.7808,,0.08,16.75,12.7,8.77,8.07,1,6,0.01056,0.01555,0.02816,0.00658,0.00803,0.00214,0.0019,0.00198,0.00171,0.00147,0.00141
120,E129,LAGO MENOR,2017-07-22,-16.217,-68.9353,,0.59,22.0,11.2,8.75,7.76,1,6,0.01116,0.0144,0.01465,0.00523,0.00418,0.00321,0.00321,0.00285,0.00234,0.00184,0.00146
121,E130,LAGO MENOR,2017-07-22,-16.3144,-68.8451,5.4,1.62,24.5,11.1,8.34,6.69,1,6,0.00951,0.01429,0.01844,0.00308,0.00185,0.00108,0.0012,0.00114,0.00105,0.00251,0.00259
122,E136,LAGO MENOR,2017-07-22,-16.2659,-69.0601,7.0,1.02,20.25,11.4,8.33,6.57,1,4,0.00971,0.01269,0.01399,0.00561,0.00429,0.00338,0.00318,0.00289,0.00241,0.00247,0.003
123,E135,LAGO MENOR,2017-07-22,-16.3028,-68.9852,6.0,3.32,28.5,12.0,8.34,6.82,1,14,0.01166,0.01475,0.01444,0.00487,0.00369,0.00246,0.00256,0.00229,0.00195,0.00135,0.00144
124,E137,LAGO MENOR,2017-07-22,-16.4011,-68.8334,6.0,1.1,15.5,13.2,8.34,6.53,1,4,0.0084,0.01308,0.02277,0.00578,0.00638,0.00229,0.00258,0.0022,0.00211,0.00185,0.00258
125,E138,LAGO MENOR,2017-07-22,-16.3653,-68.9031,,1.03,21.5,12.7,9.17,7.49,1,6.0,0.00871,0.01318,0.01424,0.00439,0.00329,0.00191,0.00249,0.00211,0.00183,0.00165,0.00165
126,E139,LAGO MENOR,2017-07-22,-16.4224,-68.903,,0.59,12.25,13.1,8.77,7.2,1,4.0,0.00986,0.0147,0.01923,0.00447,0.00329,0.00197,0.0022,0.00156,0.0017,0.00216,0.002
127,E141,LAGO MENOR,2017-07-22,-16.3764,-69.0073,,0.08,29.5,12.1,8.38,6.77,1,4.0,0.01367,0.01622,0.01602,0.00527,0.00383,0.00273,0.00287,0.00241,0.00193,0.00165,0.00148
128,E142,LAGO MENOR,2017-07-22,-16.4515,-68.998,6.0,0.59,20.0,11.8,8.41,6.94,1,8.0,0.01433,0.01612,0.01605,0.0052,0.00393,0.00273,0.00265,0.00238,0.00219,0.0018,0.00165
129,E-148,LAGO MENOR,2017-07-22,-16.5187,-68.8773,6.0,0.43,13.75,12.4,8.54,7.57,1,4.0,0.01249,0.02058,0.03608,0.00856,0.00753,0.00223,0.0024,0.00207,0.00229,0.0017,0.002
130,E-145,LAGO MENOR,2017-07-23,-16.5139,-68.977,6.5,1.03,26.0,10.7,9.02,7.23,1,8.0,0.01341,0.01722,0.01779,0.00608,0.00457,0.00348,0.00371,0.00337,0.00287,0.00244,0.00199
131,E-144,LAGO MENOR,2017-07-23,-16.56,-68.9168,,1.7,11.5,10.4,9.14,7.44,1,8.0,0.01167,0.01697,0.01913,0.00571,0.00439,0.00301,0.00343,0.00318,0.0027,0.00191,0.00199
132,E-147,LAGO MENOR,2017-07-23,-16.493,-69.0596,6.5,2.29,15.5,11.2,9.02,7.17,1,4.0,0.0182,0.02182,0.03159,0.01027,0.00995,0.00485,0.00486,0.00437,0.00352,0.00278,0.00278
133,E-150,LAGO MENOR,2017-07-23,-16.5583,-69.0356,,1.54,20.25,11.2,9.02,7.04,1,4.0,0.0131,0.01544,0.01857,0.00855,0.00916,0.00459,0.00501,0.00489,0.00451,0.0074,0.00671
134,E01,BAHIA PUNO,2018-07-18,-15.853,-69.9605,5.4,3.07,15.14,12.9,8.86,7.47,0,,,,,,,,,,,,
135,E02,BAHIA PUNO,2018-07-18,-15.8461,-69.9271,6.0,1.53,15.43,12.8,8.85,7.27,0,,,,,,,,,,,,
136,E03,BAHIA PUNO,2018-07-18,-15.8745,-69.9079,7.5,2.13,8.29,13.6,8.85,7.56,0,,,,,,,,,,,,
137,E04,BAHIA PUNO,2018-07-18,-15.8741,-69.8671,,1.02,15.14,13.4,8.91,8.66,0,,,,,,,,,,,,
138,E05,BAHIA PUNO,2018-07-18,-15.84,-69.8923,7.5,1.19,10.0,12.7,8.8,7.05,0,,,,,,,,,,,,
139,E-6,BAHIA PUNO,2018-07-18,-15.8053,-69.9118,,2.21,10.29,12.3,8.79,7.13,0,,,,,,,,,,,,
140,E08,BAHIA PUNO,2018-07-18,-15.7802,-69.8681,10.0,2.29,5.71,12.3,8.76,6.91,0,,,,,,,,,,,,
141,E09,BAHIA PUNO,2018-07-18,-15.8342,-69.8592,,2.8,10.29,12.4,8.83,7.91,0,,,,,,,,,,,,
142,E14,BAHIA PUNO,2018-07-19,-15.7489,-69.783,7.0,2.72,9.43,12.5,8.69,6.66,0,,,,,,,,,,,,
143,E16,BAHIA PUNO,2018-07-19,-15.6737,-69.8541,7.0,3.4,8.29,11.8,8.65,6.97,0,,,,,,,,,,,,
144,E17,BAHIA PUNO,2018-07-19,-15.6048,-69.9059,1.5,1.02,25.71,10.5,8.64,7.73,0,,,,,,,,,,,,
145,E25,LAGO MAYOR,2018-07-20,-15.4913,-69.893,,1.19,10.57,12.0,8.34,5.55,0,,,,,,,,,,,,
146,E27,LAGO MAYOR,2018-07-20,-15.4437,-69.8425,,2.2,9.14,12.0,8.47,6.6,0,,,,,,,,,,,,
147,E28,LAGO MAYOR,2018-07-20,-15.3928,-69.7822,8.0,2.72,11.14,12.2,8.49,6.33,0,,,,,,,,,,,,
148,E32,LAGO MAYOR,2018-07-20,-15.3384,-69.7205,7.0,1.1,11.71,12.6,8.45,5.92,0,,,,,,,,,,,,
149,E36,LAGO MAYOR,2018-07-20,-15.2971,-69.6814,7.5,2.2,12.0,12.5,8.47,6.2,0,,,,,,,,,,,,
150,E39,LAGO MAYOR,2018-07-21,-15.3748,-69.5276,7.0,1.7,11.43,11.8,8.03,6.02,0,,,,,,,,,,,,
151,E41,LAGO MAYOR,2018-07-21,-15.4392,-69.6009,8.5,2.89,15.14,11.9,8.49,5.71,0,,,,,,,,,,,,
152,E42,LAGO MAYOR,2018-07-21,-15.4967,-69.6685,10.0,2.72,18.29,12.2,8.31,5.88,0,,,,,,,,,,,,
153,E43,LAGO MAYOR,2018-07-21,-15.5603,-69.7411,11.0,2.29,11.71,12.0,8.48,5.71,0,,,,,,,,,,,,
154,E22,LAGO MAYOR,2018-07-21,-15.6181,-69.807,8.0,2.37,20.86,11.8,8.48,6.23,0,,,,,,,,,,,,
155,E48,LAGO MAYOR,2018-07-22,-15.5289,-69.3654,11.0,1.62,16.0,12.5,8.43,5.6,0,,,,,,,,,,,,
