row_id,station,zona,campaign_date,date,year,month,lat,lon,sensor,event_id,secchi,chl,tss,temp_insitu,B2,B3,B4,B8,B11,B12,NDWI,NDTI,B2_B3,B4_B3,B3_B2,B2_B4
294,E48,LAGO MAYOR,2022-08-16,2022-08-16,2022,8,-15.5361,-69.3597,S2,E48|2022-08-16|8.0,8.0,0.94,1.0,13.8,0.0206,0.01515,0.00764,0.00592,0.00393,0.00314,0.4380635767411687,-0.3295304813720719,1.3597358838458162,0.5042903957564095,0.7354368575030652,2.696334725610638
295,E49,LAGO MAYOR,2022-08-16,2022-08-16,2022,8,-15.6063,-69.4449,S2,E49|2022-08-16|15.0,15.0,0.51,6.5,13.0,0.02127,0.01492,0.00811,0.00523,0.00324,0.00279,0.4808932763824676,-0.2957012463872668,1.42560312160837,0.5435656472140987,0.7014574188313389,2.6226877160680995
296,E50,LAGO MAYOR,2022-08-16,2022-08-16,2022,8,-15.6687,-69.5211,S2,E50|2022-08-16|16.0,16.0,0.59,9.0,12.6,0.02002,0.0143,0.00759,0.00588,0.00405,0.00353,0.4172447761523897,-0.30653264931326407,1.399999902097909,0.530769193652504,0.714285678607109,2.637680811899761
297,E51,LAGO MAYOR,2022-08-17,2022-08-17,2022,8,-15.7371,-69.6038,S2,E51|2022-08-17|12.0,12.0,1.02,1.5,13.0,0.0188,0.0129,0.00614,0.00418,0.00211,0.0019,0.5105386117951634,-0.35504199815955895,1.4573642281113002,0.4759689553512438,0.6861701762675438,3.0618887521353826
298,E52,LAGO MAYOR,2022-08-17,2022-08-17,2022,8,-15.8028,-69.6843,S2,E52|2022-08-17|9.0,9.0,0.51,11.0,12.9,0.01849,0.01346,0.0061,0.00426,0.00258,0.00235,0.5191873296169679,-0.3762780993722853,1.3736997493536591,0.4531946171475025,0.7279610206619243,3.0311470440742547
299,E53,LAGO MAYOR,2022-08-17,2022-08-17,2022,8,-15.8686,-69.7634,S2,E53|2022-08-17|11.0,11.0,0.51,4.5,13.0,0.02244,0.0166,0.00947,0.00689,0.00363,0.00274,0.4133673727812953,-0.2734944275606281,1.3518071474814972,0.5704818933444642,0.7397504126670938,2.3695879229579813
300,E58,LAGO MAYOR,2022-08-18,2022-08-18,2022,8,-15.9519,-69.5453,S2,E58|2022-08-18|11.0,11.0,1.1,3.25,12.3,0.02173,0.01824,0.00841,0.00583,0.00282,0.00232,0.5155795381977757,-0.3688555208684607,1.1913376539836813,0.46107453612529964,0.8393925062405657,2.583828468034665
301,E59,LAGO MAYOR,2022-08-18,2022-08-18,2022,8,-15.8876,-69.4615,S2,E59|2022-08-18|15.0,15.0,0.51,1.5,12.8,0.01954,0.01404,0.00687,0.00445,0.0019,0.0015,0.5186587064002864,-0.34289811846493934,1.3917377926112682,0.48931620446465784,0.7185260635350019,2.8442499498908367
302,E60,LAGO MAYOR,2022-08-18,2022-08-18,2022,8,-15.8271,-69.3776,S2,E60|2022-08-18|16.5,16.5,0.43,1.5,12.8,0.0204,0.01425,0.0073,0.00448,0.00253,0.00206,0.5216230367526409,-0.32250578549857145,1.4315788469067476,0.5122806658048655,0.6985293775230698,2.794520165134224
303,E61,LAGO MAYOR,2022-08-18,2022-08-18,2022,8,-15.7585,-69.3045,S2,E61|2022-08-18|15.0,15.0,0.51,3.75,13.5,0.02009,0.01458,0.00664,0.0048,0.00331,0.00301,0.5046439368088785,-0.3741752886816546,1.3779148574818343,0.4554183501084808,0.725734159993322,3.025601953975609
305,E72,LAGO MAYOR,2022-08-19,2022-08-19,2022,8,-15.6921,-69.1709,S2,E72|2022-08-19|5.0,5.0,1.62,18.0,12.5,0.02088,0.02083,0.00897,0.00602,0.00688,0.00633,0.5515828472408623,-0.39798656382595426,1.002400335938534,0.4306288799506059,0.9976053162066421,2.3277589378195165
306,E76,LAGO MAYOR,2022-08-19,2022-08-19,2022,8,-15.8125,-69.0449,S2,E76|2022-08-19|10.0,10.0,0.95,0.75,13.0,0.01673,0.01334,0.00723,0.00524,0.00371,0.00368,0.4359526137808066,-0.2970345018456732,1.2541228445185273,0.541978969866644,0.7973699463616291,2.3139692511799095
307,E78,LAGO MAYOR,2022-08-19,2022-08-19,2022,8,-15.8903,-69.1327,S2,E78|2022-08-19|14.0,14.0,0.51,1.25,13.4,0.01745,0.01269,0.00677,0.00452,0.00332,0.00284,0.47472397009157646,-0.3042137562068985,1.3750983943972896,0.5334908957059972,0.7272205886979606,2.5775476251776035
308,E79,LAGO MAYOR,2022-08-19,2022-08-19,2022,8,-15.96,-69.2272,S2,E79|2022-08-19|14.0,14.0,0.51,0.75,12.8,0.0172,0.01265,0.00628,0.00445,0.00328,0.00312,0.479532135699875,-0.33650288766492936,1.3596836869815268,0.4964426485025575,0.7354650735194724,2.7388530670616134
309,E80,LAGO MAYOR,2022-08-20,2022-08-20,2022,8,-16.0316,-69.3198,S2,E80|2022-08-20|15.0,15.0,0.51,0.0,12.3,0.01937,0.01347,0.00696,0.00455,0.00293,0.00254,0.4950055219197823,-0.31864902992417865,1.4380102867104465,0.5167037478319415,0.695405229973917,2.7830455771486236
310,E82,LAGO MAYOR,2022-08-20,2022-08-20,2022,8,-16.1109,-69.4173,S2,E82|2022-08-20|15.0,15.0,0.51,1.75,12.8,0.02103,0.01519,0.00791,0.00543,0.00237,0.00186,0.4733268441645566,-0.315151501508593,1.3844633716613974,0.520737292907354,0.7223014397384004,2.658659588032922
311,E83,LAGO MAYOR,2022-08-20,2022-08-20,2022,8,-16.1837,-69.5067,S2,E83|2022-08-20|16.0,16.0,0.95,1.0,13.7,0.02017,0.01656,0.00948,0.00612,0.00363,0.00301,0.46031744002127684,-0.2718893904804381,1.2179950955316974,0.5724637335468761,0.8210212780852117,2.1276369063674148
312,E88,LAGO MAYOR,2022-08-20,2022-08-20,2022,8,-16.2064,-69.3781,S2,E88|2022-08-20|14.0,14.0,0.59,0.75,13.3,0.01943,0.0149,0.00778,0.0054,0.00245,0.00213,0.4679802725132871,-0.31393296675780574,1.3040267581190095,0.5221476159632472,0.7668553388134155,2.4974289849063003
313,E94,LAGO MAYOR,2022-08-20,2022-08-20,2022,8,-16.251,-69.2884,S2,E94|2022-08-20|15.0,15.0,0.95,4.5,13.5,0.02249,0.01866,0.01148,0.01167,0.00919,0.00736,0.23046487865265813,-0.23822162447838005,1.205251811079753,0.6152196883590736,0.8297020529256535,1.959059062799733
314,E97,LAGO MAYOR,2022-08-21,2022-08-21,2022,8,-16.1757,-69.1958,S2,E97|2022-08-21|16.0,16.0,0.95,6.75,12.9,0.01454,0.01149,0.00585,0.00373,0.00203,0.00156,0.5098554198518122,-0.3252594968131778,1.265448105705126,0.5091383368896139,0.7902337833401799,2.485469660603477
315,E98,LAGO MAYOR,2022-08-22,2022-08-22,2022,8,-16.1056,-69.1103,S2,E98|2022-08-22|15.0,15.0,0.51,10.0,12.6,0.01713,0.01301,0.00767,0.00544,0.00378,0.00303,0.41029808074265145,-0.25822049041486994,1.3166793761199556,0.5895464573753684,0.7594862370410838,2.2333765015154494
316,E99,LAGO MAYOR,2022-08-22,2022-08-22,2022,8,-16.0745,-69.0742,S2,E99|2022-08-22|15.0,15.0,0.51,10.0,13.0,0.0153,0.01239,0.00659,0.00462,0.00212,0.00176,0.456790096602581,-0.3055848100324125,1.2348667284207644,0.5318805059014927,0.8098038686402701,2.3216991924583925
317,E100,LAGO MAYOR,2022-08-22,2022-08-22,2022,8,-16.0055,-68.9959,S2,E100|2022-08-22|13.0,13.0,0.52,8.75,12.7,0.01257,0.00941,0.0041,0.00244,0.00137,0.0013,0.588185604372523,-0.393042161876968,1.3358128229741952,0.4357066487028004,0.748607736785383,3.0658529107675823
318,E103,LAGO MAYOR,2022-08-22,2022-08-22,2022,8,-15.9394,-68.9017,S2,E103|2022-08-22|10.0,10.0,0.51,5.5,13.0,0.01436,0.01222,0.00486,0.003,0.00395,0.00397,0.6057818261641374,-0.43091332371701857,1.1751226534269514,0.39770864175870363,0.8509748711020285,2.9547319023185383
319,E104,LAGO MAYOR,2022-08-22,2022-08-22,2022,8,-16.0297,-68.8837,S2,E104|2022-08-22|13.0,13.0,0.95,13.18,12.9,0.01201,0.00914,0.00362,0.00267,0.00168,0.00175,0.547840766482577,-0.43260184697477694,1.3140042326034755,0.39606122581387027,0.7610324095726554,3.3176786415252373
321,E113,LAGO MAYOR,2022-08-21,2022-08-21,2022,8,-16.2174,-69.1367,S2,E113|2022-08-21|14.0,14.0,0.43,11.39,13.8,0.0155,0.01265,0.00651,0.0042,0.00182,0.00134,0.5014836497635816,-0.3204592734624596,1.225296345826376,0.5146244652470778,0.816128979604582,2.380952015214744
322,E117,LAGO MAYOR,2022-08-21,2022-08-21,2022,8,-16.1653,-69.1027,S2,E117|2022-08-21|14.0,14.0,0.51,6.91,13.6,0.01867,0.01438,0.008,0.00603,0.0034,0.00278,0.4091131597690759,-0.28507594794119984,1.2983309250117576,0.5563281949702229,0.7702195623878114,2.3337497082812866
323,E120,LAGO MAYOR,2022-08-22,2022-08-22,2022,8,-16.1264,-68.9337,S2,E120|2022-08-22|14.0,14.0,1.02,12.32,13.1,0.01419,0.01072,0.00543,0.00416,0.0024,0.00254,0.44086018542606287,-0.3275541592845722,1.3236939063718371,0.5065298034953541,0.755461539431886,2.613259187245085
324,E121,LAGO MAYOR,2022-08-23,2022-08-23,2022,8,-16.2068,-68.8643,S2,E121|2022-08-23|11.0,11.0,0.95,7.62,12.5,0.00924,0.007,0.0022,0.00161,0.00279,0.00292,0.626016187454566,-0.5217390737240138,1.3199998114285982,0.31428566938776153,0.7575756755870482,4.199998090909959
325,E122,LAGO MENOR,2022-08-23,2022-08-23,2022,8,-16.2276,-68.8361,S2,E122|2022-08-23|10.0,10.0,1.02,4.14,12.5,0.00764,0.00527,0.00061,0.0,0.00355,0.00429,0.9999998102467152,-0.79251687202094,1.4497150949307218,0.11574950365284559,0.6897904856295176,12.524569631853064
326,E123,LAGO MENOR,2022-08-23,2022-08-23,2022,8,-16.1925,-68.797,S2,E123|2022-08-23|6.0,6.0,1.78,12.25,12.1,0.01679,0.025,0.00674,0.00363,0.00221,0.00199,0.7464198132581273,-0.5752992887429336,0.6715999731360011,0.2695999892160004,1.4889814479463106,2.4910975532496207
327,E125,LAGO MENOR,2022-08-23,2022-08-23,2022,8,-16.2626,-68.7843,S2,E125|2022-08-23|8.0,8.0,1.53,13.0,12.4,0.02056,0.04403,0.01005,0.00329,0.00174,0.00207,0.8609467273679896,-0.6283283907483654,0.46695433870192277,0.22825345836353716,2.141536860820192,2.045770940719309
330,E132,LAGO MENOR,2022-08-23,2022-08-23,2022,8,-16.3339,-68.7808,S2,E132|2022-08-23|4.0,4.0,1.53,12.75,13.5,0.0214,0.04063,0.0115,0.0041,0.00202,0.00191,0.8166778265889152,-0.5587953086745577,0.5267043926481814,0.28304208016140586,1.898598042121587,1.8608694034026605
332,E130,LAGO MENOR,2022-08-23,2022-08-23,2022,8,-16.3144,-68.8451,S2,E130|2022-08-23|5.5,5.5,1.19,17.0,13.1,0.02589,0.03135,0.01236,0.00753,0.00542,0.00455,0.6126543052300847,-0.43445434833094615,0.8258372942316652,0.3942583606297173,1.2108921896140523,2.094660024703882
333,E136,LAGO MENOR,2022-08-24,2022-08-24,2022,8,-16.2659,-69.0601,S2,E136|2022-08-24|5.5,5.5,1.7,14.25,12.2,0.01649,0.01819,0.00971,0.00629,0.00316,0.00339,0.4861110912536319,-0.3039426414357477,0.9065420062373829,0.5338097562501508,1.1030927166105085,1.6982490527034964
334,E135,LAGO MENOR,2022-08-24,2022-08-24,2022,8,-16.3028,-68.9852,S2,E135|2022-08-24|11.0,11.0,1.19,16.75,12.6,0.02062,0.02118,0.01028,0.00617,0.00301,0.0023,0.5488116801165748,-0.3464716990949874,0.9735599162625157,0.4853635276032328,1.0271580491193963,2.005836380755216
335,E137,LAGO MENOR,2022-08-24,2022-08-24,2022,8,-16.4011,-68.8334,S2,E137|2022-08-24|5.0,5.0,1.02,11.25,12.0,0.02808,0.04004,0.01633,0.00887,0.00403,0.0031,0.6372929740892871,-0.42061379420589323,0.7012986837837492,0.40784214765629007,1.4259258751450898,1.7195344935986225
337,E141,LAGO MENOR,2022-08-24,2022-08-24,2022,8,-16.3764,-69.0073,S2,E141|2022-08-24|5.0,5.0,1.7,11.0,12.8,0.02526,0.02581,0.01315,0.00811,0.00422,0.00312,0.521816022352122,-0.32494865695716996,0.9786903921468272,0.5094924250487244,1.0217735145774538,1.9209124014515286
338,E142,LAGO MENOR,2022-08-24,2022-08-24,2022,8,-16.4515,-68.998,S2,E142|2022-08-24|5.0,5.0,1.18,17.0,13.1,0.02558,0.02702,0.01338,0.00859,0.00431,0.00342,0.5175512351151015,-0.337623754019214,0.9467061085600996,0.49518873074801145,1.0562939383778758,1.9118085267706633
340,E145,LAGO MENOR,2022-08-24,2022-08-24,2022,8,-16.5139,-68.977,S2,E145|2022-08-24|5.5,5.5,1.62,26.0,13.2,0.02377,0.02637,0.01021,0.00534,0.00229,0.00164,0.6631977085084292,-0.4417714477372486,0.9014030754113358,0.3871823895645662,1.109381526740365,2.328109468353627
342,E147,LAGO MENOR,2022-08-24,2022-08-24,2022,8,-16.493,-69.0596,S2,E147|2022-08-24|5.0,5.0,1.78,14.75,12.4,0.02693,0.03478,0.01444,0.00704,0.00282,0.00208,0.6633189702697521,-0.41324663930827626,0.7742955499052459,0.41518112664804124,1.29149642437815,1.8649583196012245
344,E01,BAHIA PUNO,2024-08-21,2024-08-21,2024,8,-15.853,-69.9605,S2,E01|2024-08-21|6.0,6.0,2.64,0.5,13.4,0.01999,0.02499,0.00755,0.0043,0.00819,0.00716,0.7063844074296891,-0.5359557303025282,0.7999199359775937,0.30212083624966646,1.2501249999937467,2.647681768518971
345,E02,BAHIA PUNO,2024-08-21,2024-08-21,2024,8,-15.8461,-69.9271,S2,E02|2024-08-21|9.0,9.0,2.05,1.5,13.0,0.01849,0.01526,0.00564,0.00363,0.00269,0.00227,0.6156696338978489,-0.4602870593164087,1.2116644029053472,0.3695936848234807,0.8253109342719884,3.278368213055281
346,E03,BAHIA PUNO,2024-08-21,2024-08-21,2024,8,-15.8653,-69.8942,S2,E03|2024-08-21|8.0,8.0,1.02,7.75,13.9,0.01828,0.01606,0.00557,0.00375,0.00303,0.00224,0.621403300282519,-0.4849745499318285,1.1382315605086202,0.34682438687270317,0.8785557506260531,3.2818665562178535
348,E05,BAHIA PUNO,2024-08-21,2024-08-21,2024,8,-15.84,-69.8923,S2,E05|2024-08-21|10.0,10.0,2.55,2.5,13.4,0.01709,0.01397,0.00494,0.00315,0.003,0.00235,0.6320093088779609,-0.47752509373214735,1.2233356318299478,0.35361486373551443,0.8174370498866559,3.4595134697341154
350,E08,BAHIA PUNO,2024-08-21,2024-08-21,2024,8,-15.7802,-69.8681,S2,E08|2024-08-21|9.0,9.0,1.45,5.75,13.3,0.0179,0.01334,0.0049,0.00325,0.00267,0.0024,0.6081976728030336,-0.46271927287723286,1.341828984870391,0.36731631429412936,0.7452513550138908,3.653060478967249
352,E15,LAGO MAYOR,2024-08-21,2024-08-21,2024,8,-15.715,-69.8226,S2,E15|2024-08-21|9.0,9.0,1.53,1.25,13.3,0.0146,0.01195,0.00299,0.0007,0.00225,0.00247,0.8893279929384987,-0.5997322222401459,1.2217572199366342,0.2502091840829135,0.8184930946237607,4.882941510721903
353,E16,LAGO MAYOR,2024-08-21,2024-08-21,2024,8,-15.6737,-69.8541,S2,E16|2024-08-21|6.0,6.0,1.62,2.25,13.5,0.01056,0.00984,0.00019,0.0,0.00263,0.0039,0.9999998983739942,-0.9621135630993458,1.073170622645262,0.01930894112714013,0.9318180935778321,55.57865484918501
354,E22,LAGO MAYOR,2024-08-22,2024-08-22,2024,8,-15.6181,-69.807,S2,E22|2024-08-22|14.0,14.0,1.02,1.5,13.5,0.01514,0.01067,0.00228,0.00032,0.00251,0.00304,0.9417651554353815,-0.6478763978473826,1.4189314508967712,0.21368320396596024,0.704755567717598,6.640347964759665
356,E27,LAGO MAYOR,2024-08-22,2024-08-22,2024,8,-15.4437,-69.8425,S2,E27|2024-08-22|4.0,4.0,1.61,15.25,13.6,0.01904,0.02053,0.00689,0.00382,0.00238,0.00219,0.6862422716122271,-0.49744710074955867,0.9274232378264377,0.3356064132680754,1.078256245889903,2.7634248529136642
357,E28,LAGO MAYOR,2024-08-22,2024-08-22,2024,8,-15.3928,-69.7822,S2,E28|2024-08-22|9.0,9.0,3.58,8.5,13.6,0.01541,0.01311,0.00426,0.00289,0.00188,0.00142,0.6387499600781275,-0.5094991071100111,1.1754385068315403,0.3249427669761429,0.8507462134493048,3.6173700428708817
358,E32,LAGO MAYOR,2024-08-22,2024-08-22,2024,8,-15.3384,-69.7205,S2,E32|2024-08-22|12.5,12.5,1.62,6.0,13.7,0.01697,0.01413,0.0046,0.0025,0.00162,0.0028,0.6993385027457305,-0.5088093695243263,1.20099071472111,0.3255484553751978,0.8326457965441488,3.6891296327979055
359,E36,LAGO MAYOR,2024-08-22,2024-08-22,2024,8,-15.2971,-69.6814,S2,E36|2024-08-22|11.5,11.5,2.13,2.75,14.0,0.01384,0.01185,0.00406,0.00295,0.00219,0.00223,0.6013513107195061,-0.48962913327283886,1.1679323908917814,0.3426160048425313,0.8562138109672102,3.4088661554516855
360,E36B,LAGO MAYOR,2024-08-22,2024-08-22,2024,8,-15.2621,-69.7034,S2,E36B|2024-08-22|13.0,13.0,1.53,6.25,13.9,0.01351,0.01143,0.00438,0.0033,0.00187,0.00184,0.5519347894137956,-0.4459202754003621,1.1819771494333204,0.38320206621154285,0.8460399077690668,3.0844741816268986
361,E39,LAGO MAYOR,2024-08-23,2024-08-23,2024,8,-15.3748,-69.5276,S2,E39|2024-08-23|8.0,8.0,2.12,4.5,12.7,0.01706,0.01886,0.00361,0.00059,0.0054,0.00614,0.9393315712425927,-0.6786826578245369,0.9045598672025521,0.19141038221578038,1.105509900028728,4.725760463778265
362,E41,LAGO MAYOR,2024-08-23,2024-08-23,2024,8,-15.4392,-69.6009,S2,E41|2024-08-23|10.5,10.5,2.98,3.75,13.0,0.01232,0.00953,0.00293,0.00153,0.00159,0.00154,0.7233272402054937,-0.5296949815654108,1.2927595705393944,0.3074501251363982,0.7735388982517128,4.204776721919208
363,E42,LAGO MAYOR,2024-08-23,2024-08-23,2024,8,-15.4967,-69.6685,S2,E42|2024-08-23|10.0,10.0,1.45,6.25,14.4,0.01311,0.01017,0.00353,0.00169,0.00165,0.00165,0.7150083714158203,-0.48467149746923377,1.2890854189689853,0.34709927757135917,0.7757436479219186,3.713879967739386
364,E43,LAGO MAYOR,2024-08-23,2024-08-23,2024,8,-15.5603,-69.7411,S2,E43|2024-08-23|12.5,12.5,0.94,7.0,13.9,0.0156,0.012,0.00495,0.0031,0.00281,0.00264,0.5894039344765606,-0.4159291790012284,1.2999998916666757,0.4124999656250029,0.7692307199211078,3.151514514845552
365,E48,LAGO MAYOR,2024-08-24,2024-08-24,2024,8,-15.5361,-69.3597,S2,E48|2024-08-24|9.0,9.0,0.43,6.11,13.5,0.015,0.01146,0.00507,0.00324,0.0031,0.00297,0.5591836354296847,-0.3865698495723019,1.308900409345514,0.44240833835878374,0.7639999490666701,2.958579298110592
366,E49,LAGO MAYOR,2024-08-24,2024-08-24,2024,8,-15.6063,-69.4449,S2,E49|2024-08-24|11.0,11.0,1.45,1.0,13.8,0.01941,0.01594,0.00909,0.00683,0.00577,0.00527,0.4000878172996128,-0.2736715831533526,1.2176912661423298,0.5702634523046769,0.8212261297668145,2.1353132964451818
367,E50,LAGO MAYOR,2024-08-24,2024-08-24,2024,8,-15.6687,-69.5211,S2,E50|2024-08-24|12.0,12.0,1.61,3.75,13.7,0.01897,0.0151,0.0083,0.00604,0.00614,0.00607,0.4285714082984197,-0.2905982781795608,1.256291307530377,0.5496688377702756,0.7959936322618012,2.285541893308206
368,E51,LAGO MAYOR,2024-08-24,2024-08-24,2024,8,-15.7371,-69.6038,S2,E51|2024-08-24|11.5,11.5,0.51,7.5,13.1,0.0183,0.01478,0.00817,0.0062,0.00444,0.00418,0.4089608956643997,-0.2880174166441213,1.2381595914641685,0.5527739815443856,0.8076502290901514,2.239901806621566
369,E52,LAGO MAYOR,2024-08-24,2024-08-24,2024,8,-15.8028,-69.6843,S2,E52|2024-08-24|11.0,11.0,1.1,6.25,12.9,0.01678,0.01348,0.00567,0.00388,0.00296,0.00255,0.5529953598504977,-0.40783287687556785,1.244807029316986,0.4206231141970983,0.8033372584423566,2.959435104156066
370,E53,LAGO MAYOR,2024-08-24,2024-08-24,2024,8,-15.8686,-69.7634,S2,E53|2024-08-24|9.0,9.0,2.15,3.25,12.6,0.02348,0.01892,0.00823,0.00629,0.00467,0.00388,0.5009916500994982,-0.3937384753687486,1.2410147335615893,0.4349894061844923,0.8057921292252074,2.8529765670745366
371,E58,LAGO MAYOR,2024-08-26,2024-08-26,2024,8,-15.9519,-69.5453,S2,E58|2024-08-26|9.0,9.0,1.1,1.0,14.2,0.01865,0.01679,0.00843,0.00467,0.0045,0.00493,0.5647716419025329,-0.3314829368959977,1.1107801601679477,0.5020845442474959,0.9002680482430001,2.2123366296160585
372,E59,LAGO MAYOR,2024-08-26,2024-08-26,2024,8,-15.8876,-69.4615,S2,E59|2024-08-26|10.5,10.5,1.62,4.75,13.4,0.01616,0.0131,0.00635,0.00423,0.00389,0.00377,0.5118291683883919,-0.34704368395662294,1.2335876920925426,0.48473278742497805,0.8106435141928519,2.544881488995041
373,E60,LAGO MAYOR,2024-08-25,2024-08-25,2024,8,-15.8271,-69.3776,S2,E60|2024-08-25|12.0,12.0,0.51,1.75,14.3,0.01762,0.01433,0.00763,0.00538,0.00432,0.00342,0.45408419816924406,-0.30510016825591224,1.2295881905381583,0.5324493696825282,0.8132803170669514,2.309305070864342
374,E61,LAGO MAYOR,2024-08-25,2024-08-25,2024,8,-15.7585,-69.3045,S2,E61|2024-08-25|12.0,12.0,1.53,2.0,13.8,0.01683,0.01482,0.0082,0.00671,0.00554,0.00478,0.3766836796709856,-0.2875760083589918,1.1356274537363393,0.5533063054449188,0.8805703576607036,2.0524387740928325
376,E72,LAGO MAYOR,2024-08-25,2024-08-25,2024,8,-15.6921,-69.1709,S2,E72|2024-08-25|4.8,4.8,1.1,2.25,13.3,0.02105,0.02437,0.00852,0.00054,0.00612,0.00681,0.9566438797011692,-0.4819093803007181,0.8637668911051748,0.3496101621005268,1.157719659965812,2.4706569870120907
377,E76,LAGO MAYOR,2024-08-25,2024-08-25,2024,8,-15.8125,-69.0449,S2,E76|2024-08-25|12.0,12.0,1.53,2.0,14.1,0.01791,0.0149,0.00874,0.00696,0.00534,0.00441,0.36322047743730657,-0.26057528508564787,1.2020133421467556,0.5865771418404603,0.8319374186522939,2.049198850206081
378,B03,LAGO MAYOR,2024-08-27,2024-08-27,2024,8,-15.9948,-69.427,S2,B03|2024-08-27|11.0,11.0,1.02,3.25,13.1,0.01882,0.01389,0.00682,0.00558,0.00548,0.00487,0.4268104557364943,-0.3413809588903448,1.3549315079242976,0.49100068459318325,0.7380445941527846,2.7595303871656323
379,E78,LAGO MAYOR,2024-08-27,2024-08-27,2024,8,-15.8903,-69.1327,S2,E78|2024-08-27|10.5,10.5,0.51,1.5,13.7,0.01848,0.0147,0.00883,0.00677,0.00565,0.00455,0.36935256779913517,-0.24946875267876106,1.2571427716229409,0.6006802312462428,0.7954545024104707,2.0928649951455274
380,E79,LAGO MAYOR,2024-08-27,2024-08-27,2024,8,-15.96,-69.2272,S2,E79|2024-08-27|9.5,9.5,1.53,4.0,13.6,0.01758,0.01581,0.00971,0.00729,0.00664,0.00596,0.3688311528644523,-0.23902820379983533,1.11195438887069,0.6141682090975199,0.8993173549876364,1.8105044479398096
381,E80,LAGO MAYOR,2024-08-27,2024-08-27,2024,8,-16.0316,-69.3198,S2,E80|2024-08-27|15.0,15.0,1.53,11.5,13.3,0.01502,0.01112,0.00362,0.00176,0.00197,0.00209,0.7267080181127317,-0.5088195041506443,1.3507193029928686,0.32553953907018535,0.7403461557692306,4.14917012453864
382,E82,LAGO MAYOR,2024-08-28,2024-08-28,2024,8,-16.1109,-69.4173,S2,E82|2024-08-28|9.0,9.0,1.97,1.5,13.9,0.01962,0.01594,0.00875,0.00732,0.00561,0.00483,0.37059327727457964,-0.29121100481121887,1.2308656693308866,0.5489334661898705,0.8124362480919344,2.2422854580245186
383,E83,LAGO MAYOR,2024-08-28,2024-08-28,2024,8,-16.1837,-69.5067,S2,E83|2024-08-28|8.5,8.5,2.56,1.0,14.6,0.02196,0.01905,0.00951,0.00713,0.00788,0.00736,0.4553093790943705,-0.3340336017495238,1.152755844999693,0.4992125722198124,0.8674862992947951,2.3091480221716068
384,E88,LAGO MAYOR,2024-08-29,2024-08-29,2024,8,-16.2064,-69.3781,S2,E88|2024-08-29|9.5,9.5,1.53,8.0,13.3,0.01803,0.01473,0.00697,0.00516,0.00549,0.00518,0.4811462804853555,-0.3576036701565129,1.2240325034601154,0.4731839461518027,0.8169716684985209,2.5868002027546337
385,E94,LAGO MAYOR,2024-08-29,2024-08-29,2024,8,-16.251,-69.2884,S2,E94|2024-08-29|9.5,9.5,1.53,1.5,13.9,0.01662,0.01346,0.00689,0.00662,0.00768,0.00602,0.3406374332351876,-0.3228501069852527,1.2347695962281133,0.5118870347780807,0.8098675806337197,2.4121912319025784
386,E97,LAGO MAYOR,2024-08-29,2024-08-29,2024,8,-16.1757,-69.1958,S2,E97|2024-08-29|13.5,13.5,1.02,9.0,14.0,0.01356,0.00947,0.00379,0.00248,0.00248,0.00263,0.5849371895450051,-0.42835592546335405,1.4318900283115072,0.4002111509808711,0.6983775296181763,3.5778354675895865
387,E98,LAGO MAYOR,2024-08-29,2024-08-29,2024,8,-16.1056,-69.1103,S2,E98|2024-08-29|13.0,13.0,1.1,1.75,14.1,0.01335,0.00761,0.00233,0.00069,0.0044,0.00566,0.8337348393090556,-0.5311870692970756,1.7542704659302937,0.3061760438664857,0.5700374104840891,5.729611274844947
388,E99,LAGO MAYOR,2024-08-30,2024-08-30,2024,8,-16.0745,-69.0742,S2,E99|2024-08-30|9.5,9.5,1.1,10.25,13.0,0.01504,0.01241,0.00596,0.00424,0.00414,0.00388,0.49069066121978017,-0.3511159308047942,1.2119257685797125,0.4802578178680244,0.8251329238608428,2.523489509481626
389,E100,LAGO MAYOR,2024-08-30,2024-08-30,2024,8,-16.0055,-68.9959,S2,E100|2024-08-30|11.0,11.0,1.18,1.0,12.8,0.01277,0.00741,0.00061,9e-05,0.00315,0.00357,0.9759998698666841,-0.847880193531148,1.7233465960395957,0.08232117647487497,0.5802662035813466,20.934391910832932
390,E103,LAGO MAYOR,2024-08-30,2024-08-30,2024,8,-15.9394,-68.9017,S2,E103|2024-08-30|11.0,11.0,1.45,0.25,13.7,0.00675,0.00464,0.0,0.0,0.00534,0.00676,0.999999784482805,-0.999999784482805,1.4547410657885633,0.0,0.6874073055692881,6749999.999999999
391,E105,LAGO MAYOR,2024-08-30,2024-08-30,2024,8,-15.9864,-68.8016,S2,E105|2024-08-30|8.5,8.5,2.72,1.75,12.9,0.02166,0.02831,0.01273,0.00467,0.00673,0.00618,0.7167980376956327,-0.3796296203793952,0.7651006441151309,0.4496644136466121,1.3070174835171984,1.7014924036533854
392,E113,LAGO MAYOR,2024-08-29,2024-08-29,2024,8,-16.2174,-69.1367,S2,E113|2024-08-29|13.5,13.5,0.94,0.5,14.7,0.01311,0.00901,0.00411,0.00255,0.0026,0.00214,0.5588234810706332,-0.373475581289971,1.4550497830133426,0.45615977179136824,0.6872615799190253,3.1897802457955606
