feature,label,value,shap,zona
B3_B2,Green/Blue,0.9679539056734672,-0.8623534851456224,LAGO MAYOR
B3_B2,Green/Blue,1.0085145687308827,-1.0465839255953528,LAGO MAYOR
B3_B2,Green/Blue,1.078193713855318,-1.2055576509998405,LAGO MAYOR
B3_B2,Green/Blue,1.1483125090308608,-2.1369792382879362,BAHIA PUNO
B3_B2,Green/Blue,0.9650498598395252,-0.7868626235802955,BAHIA PUNO
B3_B2,Green/Blue,0.914878332269075,-0.5599992578616756,BAHIA PUNO
B3_B2,Green/Blue,0.8568329098457765,0.3320534331987254,BAHIA PUNO
B3_B2,Green/Blue,1.020254987227683,-1.579380129366623,BAHIA PUNO
B3_B2,Green/Blue,1.2221401312073703,-2.45520541438105,BAHIA PUNO
B3_B2,Green/Blue,1.2124541490081555,-1.147254833766252,BAHIA PUNO
B3_B2,Green/Blue,0.999140068861559,-0.9629397072147267,LAGO MAYOR
B3_B2,Green/Blue,0.9777953229345504,-1.163203609118568,LAGO MAYOR
B3_B2,Green/Blue,0.9611373496552276,-1.0001818485968266,LAGO MAYOR
B3_B2,Green/Blue,1.2254195173357894,-1.4417992722793627,LAGO MAYOR
B3_B2,Green/Blue,0.9806257853016712,-0.9526474757750559,LAGO MAYOR
B3_B2,Green/Blue,0.838129436105796,0.5031552497622523,LAGO MAYOR
B3_B2,Green/Blue,0.8344518393399076,0.4745314004444208,LAGO MAYOR
B3_B2,Green/Blue,0.8309324616427246,0.484849435305025,LAGO MAYOR
B3_B2,Green/Blue,0.8792078337417988,0.052839509407013215,LAGO MAYOR
B3_B2,Green/Blue,0.8430492517444618,0.5193443987150546,LAGO MAYOR
B3_B2,Green/Blue,0.8436018290993816,0.49421054879304216,LAGO MAYOR
B3_B2,Green/Blue,0.810243424832626,0.5021622754180881,LAGO MAYOR
B3_B2,Green/Blue,0.7892659203420742,0.4769850188962356,LAGO MAYOR
B3_B2,Green/Blue,0.7600296612162213,0.7748155197508309,LAGO MAYOR
B3_B2,Green/Blue,0.7182760799460431,1.3294293018011096,LAGO MAYOR
B3_B2,Green/Blue,0.8102118679950032,0.48452729215141493,LAGO MAYOR
B3_B2,Green/Blue,1.2668499816471814,-1.9986708851626804,LAGO MAYOR
B3_B2,Green/Blue,0.9832903620449406,-0.3986527046975705,LAGO MAYOR
B3_B2,Green/Blue,0.7188033573672344,1.0938665152041749,LAGO MAYOR
B3_B2,Green/Blue,0.7578946643163001,0.7101614718303029,LAGO MAYOR
B3_B2,Green/Blue,0.7883555634653372,0.4960298402309449,LAGO MAYOR
B3_B2,Green/Blue,0.8349513984083635,0.6977151283547334,LAGO MAYOR
B3_B2,Green/Blue,0.8776177436114042,-0.45786622378230935,LAGO MAYOR
B3_B2,Green/Blue,0.8905851850772782,-0.469088127488798,LAGO MAYOR
B3_B2,Green/Blue,0.871884007427014,0.2993811396647213,LAGO MAYOR
B3_B2,Green/Blue,0.7493403034881,0.8106331566866826,LAGO MAYOR
B3_B2,Green/Blue,0.7717802299450539,0.43982356290399005,LAGO MAYOR
B3_B2,Green/Blue,0.8471760093707634,0.46051817304761666,LAGO MAYOR
B3_B2,Green/Blue,0.7966251512766297,0.402406478439258,LAGO MAYOR
B3_B2,Green/Blue,0.9338085064252288,-0.7590532753925509,LAGO MAYOR
B3_B2,Green/Blue,0.8184209808402648,0.5089449368218661,LAGO MAYOR
B3_B2,Green/Blue,0.8042587383899478,0.3730482125774036,LAGO MAYOR
B3_B2,Green/Blue,0.8173627504207411,0.5838574930424154,LAGO MAYOR
B3_B2,Green/Blue,1.0128101671088738,-1.2900747137680855,LAGO MAYOR
B3_B2,Green/Blue,0.9699247512578478,-1.0199350479799325,LAGO MENOR
B3_B2,Green/Blue,1.1172455882601997,-2.50524571561252,LAGO MENOR
B3_B2,Green/Blue,1.287360839135102,-1.7407785575010664,LAGO MENOR
B3_B2,Green/Blue,1.2904127858353545,-2.2499593500918094,LAGO MENOR
B3_B2,Green/Blue,1.1024427815253917,-2.2096616255583603,LAGO MENOR
B3_B2,Green/Blue,0.97898298447573,-1.291025016335588,LAGO MENOR
B3_B2,Green/Blue,1.7408255549827558,-2.3668651000661405,LAGO MENOR
B3_B2,Green/Blue,0.9956575064728594,-1.2317172234445106,LAGO MENOR
B3_B2,Green/Blue,1.7531583210321515,-2.0601029027626843,LAGO MENOR
B3_B2,Green/Blue,1.0331009853019173,-1.4625088215058717,LAGO MENOR
B3_B2,Green/Blue,1.4477542874539742,-1.658302616553311,LAGO MENOR
B3_B2,Green/Blue,0.7600296612162213,0.7748155197508309,LAGO MAYOR
